Distance_(pixels),Gray_Value
1595,159.932
1596,146.795
1597,139.872
1598,146.453
1599,149.291
1600,146.675
1601,141.966
1602,131.957
1603,110.692
1604,89.308
1605,88.068
1606,105.538
1607,124.692
1608,134.624
1609,140.239
1610,129.581
1611,111.333
1612,95.068
1613,96.769
1614,102.590
1615,114.821
1616,118.692
1617,113.171
1618,95.923
1619,83.692
1620,83.000
1621,84.325
1622,87.556
1623,92.846
1624,94.120
1625,92.778
1626,91.103
1627,99.188
1628,122.521
1629,142.308
1630,148.068
1631,150.709
1632,151.462
1633,145.179
1634,120.359
1635,92.265
1636,99.966
1637,121.427
1638,141.590
1639,146.496
1640,137.769
1641,129.222
1642,113.872
1643,102.299
1644,110.496
1645,126.573
1646,154.581
1647,165.094
1648,162.675
1649,152.538
1650,133.974
1651,118.786
1652,122.410
1653,145.197
1654,159.915
1655,161.171
1656,147.701
1657,129.803
1658,133.068
1659,152.427
1660,165.273
1661,169.051
1662,168.641
1663,169.889
1664,172.068
1665,177.966
1666,179.017
1667,179.684
1668,190.308
1669,204.496
1670,211.103
1671,215.530
1672,218.282
1673,221.949
1674,224.060
1675,227.479
1676,230.068
1677,231.949
1678,234.598
1679,240.940
1680,245.744
1681,246.966
1682,245.752
1683,244.043
1684,240.650
1685,234.906
1686,224.265
1687,214.376
1688,214.966
1689,217.359
1690,212.316
1691,206.949
1692,203.889
1693,191.846
1694,170.214
1695,163.487
1696,172.179
1697,186.897
1698,197.513
1699,205.017
1700,202.564
1701,190.239
1702,160.855
1703,145.359
1704,161.368
1705,170.880
1706,170.368
1707,167.436
1708,163.855
1709,154.308
1710,126.154
1711,96.650
1712,103.872
1713,126.162
1714,134.863
1715,133.496
1716,125.513
1717,114.923
1718,107.667
1719,113.590
1720,132.026
1721,144.453
1722,146.325
1723,136.470
1724,111.436
1725,95.274
1726,97.761
1727,110.863
1728,132.410
1729,144.376
1730,141.795
1731,126.556
1732,108.239
1733,102.214
1734,104.684
1735,105.436
1736,108.197
1737,115.718
1738,116.838
1739,107.308
1740,91.709
1741,89.590
1742,91.068
1743,93.556
1744,99.906
1745,101.709
1746,97.333
1747,90.316
1748,86.368
1749,84.915
1750,95.547
1751,114.171
1752,118.556
1753,116.068
1754,105.051
1755,91.598
1756,87.761
1757,98.462
1758,115.855
1759,123.564
1760,124.701
1761,127.590
1762,135.068
1763,143.581
1764,156.479
1765,165.436
1766,170.316
1767,175.838
1768,184.872
1769,192.521
1770,195.966
1771,196.838
1772,192.427
1773,185.453
1774,179.171
1775,170.983
1776,156.188
1777,138.761
1778,126.709
1779,129.000
1780,128.641
1781,126.650
1782,114.205
1783,97.179
1784,84.325
1785,81.479
1786,80.667
1787,80.145
1788,79.231
1789,78.812
1790,76.880
1791,73.846
1792,70.735
1793,68.607
1794,66.846
1795,65.966
1796,64.684
1797,62.932
1798,57.778
1799,53.855
1800,54.444
1801,55.145
1802,57.026
1803,62.342
1804,66.026
1805,70.872
1806,76.547
1807,79.504
1808,77.821
1809,75.060
1810,73.427
1811,70.342
1812,64.214
1813,62.487
1814,64.897
1815,68.915
1816,73.128
1817,77.547
1818,81.470
1819,82.581
1820,81.632
1821,80.479
1822,76.453
1823,69.291
1824,63.915
1825,64.487
1826,69.974
1827,76.444
1828,79.829
1829,80.103
1830,80.897
1831,83.274
1832,87.470
1833,91.564
1834,88.915
1835,84.897
1836,78.231
1837,74.043
1838,71.650
1839,71.316
1840,74.128
1841,80.248
1842,83.932
1843,83.462
1844,82.068
1845,82.359
1846,81.624
1847,84.949
1848,94.308
1849,99.906
1850,100.607
1851,101.009
1852,97.009
1853,96.444
1854,124.145
1855,141.957
1856,155.325
1857,167.248
1858,174.761
1859,175.897
1860,175.043
1861,173.983
1862,170.838
1863,164.034
1864,147.667
1865,129.094
1866,107.419
1867,89.684
1868,83.402
1869,76.650
1870,68.829
1871,63.291
1872,58.162
1873,56.265
1874,60.726
1875,66.932
1876,71.880
1877,75.590
1878,76.564
1879,77.650
1880,74.598
1881,69.256
1882,59.145
1883,52.462
1884,52.342
1885,54.111
1886,55.231
1887,56.855
1888,56.026
1889,51.658
1890,48.137
1891,47.957
1892,46.718
1893,45.932
1894,40.949
1895,36.427
1896,36.342
1897,33.855
1898,27.436
1899,21.983
1900,18.778
1901,18.812
1902,21.487
1903,25.077
1904,30.162
1905,36.658
1906,37.427
1907,35.632
1908,28.171
1909,24.692
1910,24.906
1911,28.504
1912,34.248
1913,39.607
1914,42.026
1915,44.205
1916,43.197
1917,41.906
1918,38.658
1919,34.316
1920,30.530
1921,31.410
1922,33.709
1923,35.154
1924,37.239
1925,40.675
1926,45.077
1927,47.726
1928,46.239
1929,44.880
1930,44.282
1931,42.761
1932,40.667
1933,39.709
1934,40.333
1935,42.547
1936,45.094
1937,48.060
1938,52.957
1939,56.564
1940,60.000
1941,61.846
1942,63.274
1943,66.957
1944,84.846
1945,100.667
1946,109.726
1947,117.205
1948,121.350
1949,120.761
1950,116.726
1951,109.889
1952,97.051
1953,78.778
1954,71.316
1955,69.521
1956,68.051
1957,69.291
1958,70.974
1959,70.547
1960,65.983
1961,58.701
1962,46.291
1963,38.632
1964,39.171
1965,42.274
1966,43.675
1967,44.034
1968,42.291
1969,39.350
1970,32.974
1971,28.427
1972,28.103
1973,30.094
1974,32.333
1975,32.709
1976,26.291
1977,21.564
1978,20.923
1979,22.145
1980,27.932
1981,33.812
1982,34.667
1983,36.855
1984,38.034
1985,37.436
1986,36.103
1987,36.590
1988,37.872
1989,37.009
1990,33.658
1991,29.248
1992,24.034
1993,22.026
1994,21.974
1995,22.821
1996,24.615
1997,26.504
1998,25.017
1999,22.504
2000,19.274
2001,16.880
2002,14.906
2003,13.786
2004,13.325
2005,12.718
2006,12.333
2007,12.983
2008,12.855
