Temps___(ms):,	Pos.cal.(um):,	Tension_(mV):	
 7.5906767E+7,	-1.8051738E+1,	 7.8407425E+2	
 7.5906812E+7,	-1.8041614E+1,	 7.2545189E+2	
 7.5906858E+7,	-1.8031489E+1,	 6.3507575E+2	
 7.5906903E+7,	-1.8021365E+1,	 5.2760136E+2	
 7.5906949E+7,	-1.8011240E+1,	 4.7386420E+2	
 7.5906994E+7,	-1.8001116E+1,	 3.9081582E+2	
 7.5907040E+7,	-1.7990992E+1,	 3.1509528E+2	
 7.5907085E+7,	-1.7980867E+1,	 2.3937470E+2	
 7.5907130E+7,	-1.7970743E+1,	 1.5388373E+2	
 7.5907175E+7,	-1.7960619E+1,	 1.1724475E+2	
 7.5907221E+7,	-1.7950494E+1,	 8.5490964E+1	
 7.5907266E+7,	-1.7940370E+1,	 8.7933563E+1	
 7.5907311E+7,	-1.7930246E+1,	 9.7703956E+1	
 7.5907357E+7,	-1.7920121E+1,	 1.5144113E+2	
 7.5907402E+7,	-1.7909997E+1,	 2.4914509E+2	
 7.5907448E+7,	-1.7899872E+1,	 3.1021005E+2	
 7.5907493E+7,	-1.7889748E+1,	 3.7860283E+2	
 7.5907539E+7,	-1.7879624E+1,	 4.5188081E+2	
 7.5907584E+7,	-1.7869499E+1,	 5.3004396E+2	
 7.5907629E+7,	-1.7859375E+1,	 6.3996094E+2	
 7.5907674E+7,	-1.7849251E+1,	 7.4010748E+2	
 7.5907719E+7,	-1.7839126E+1,	 8.0850023E+2	
 7.5907764E+7,	-1.7829002E+1,	 8.6223739E+2	
 7.5907810E+7,	-1.7818878E+1,	 9.0620422E+2	
 7.5907855E+7,	-1.7808753E+1,	 9.3307281E+2	
 7.5907900E+7,	-1.7798629E+1,	 9.5261359E+2	
 7.5907946E+7,	-1.7788504E+1,	 9.5261359E+2	
 7.5907991E+7,	-1.7778380E+1,	 9.4772840E+2	
 7.5908036E+7,	-1.7768256E+1,	 9.2818761E+2	
 7.5908082E+7,	-1.7758131E+1,	 9.0376163E+2	
 7.5908127E+7,	-1.7748007E+1,	 8.4025401E+2	
 7.5908171E+7,	-1.7737883E+1,	 8.1094283E+2	
 7.5908217E+7,	-1.7727758E+1,	 7.3766488E+2	
 7.5908262E+7,	-1.7717634E+1,	 7.0346850E+2	
 7.5908308E+7,	-1.7707510E+1,	 6.0087931E+2	
 7.5908353E+7,	-1.7697385E+1,	 5.3248656E+2	
 7.5908398E+7,	-1.7687261E+1,	 3.9081582E+2	
 7.5908444E+7,	-1.7677136E+1,	 2.8578407E+2	
 7.5908489E+7,	-1.7667012E+1,	 2.2227651E+2	
 7.5908535E+7,	-1.7656888E+1,	 1.4655593E+2	
 7.5908580E+7,	-1.7646763E+1,	 1.1480215E+2	
 7.5908626E+7,	-1.7636639E+1,	 8.7933563E+1	
 7.5908671E+7,	-1.7626515E+1,	 9.7703956E+1	
 7.5908716E+7,	-1.7616390E+1,	 1.2701514E+2	
 7.5908761E+7,	-1.7606266E+1,	 1.6609673E+2	
 7.5908807E+7,	-1.7596142E+1,	 2.4425989E+2	
 7.5908852E+7,	-1.7586017E+1,	 2.6380068E+2	
 7.5908897E+7,	-1.7575893E+1,	 3.3707866E+2	
 7.5908943E+7,	-1.7565768E+1,	 4.2501220E+2	
 7.5908988E+7,	-1.7555644E+1,	 5.5202734E+2	
 7.5909034E+7,	-1.7545520E+1,	 6.2530535E+2	
 7.5909079E+7,	-1.7535395E+1,	 6.9369811E+2	
 7.5909124E+7,	-1.7525271E+1,	 7.6697606E+2	
 7.5909170E+7,	-1.7515147E+1,	 8.5490960E+2	
 7.5909214E+7,	-1.7505022E+1,	 8.8177824E+2	
 7.5909260E+7,	-1.7494898E+1,	 9.3063021E+2	
 7.5909305E+7,	-1.7484774E+1,	 9.5017099E+2	
 7.5909356E+7,	-1.7474649E+1,	 9.6482658E+2	
 7.5909401E+7,	-1.7464525E+1,	 9.6482658E+2	
 7.5909447E+7,	-1.7454401E+1,	 9.5749879E+2	
 7.5909492E+7,	-1.7444276E+1,	 9.4772840E+2	
 7.5909537E+7,	-1.7434152E+1,	 9.2574501E+2	
 7.5909583E+7,	-1.7424027E+1,	 8.4269661E+2	
 7.5909628E+7,	-1.7413903E+1,	 8.3781141E+2	
 7.5909673E+7,	-1.7403779E+1,	 8.0850023E+2	
 7.5909718E+7,	-1.7393654E+1,	 7.2056669E+2	
 7.5909764E+7,	-1.7383530E+1,	 6.3751835E+2	
 7.5909809E+7,	-1.7373406E+1,	 5.6912553E+2	
 7.5909854E+7,	-1.7363281E+1,	 5.1783097E+2	
 7.5909900E+7,	-1.7353157E+1,	 4.6653640E+2	
 7.5909945E+7,	-1.7343033E+1,	 3.8593063E+2	
 7.5909991E+7,	-1.7332908E+1,	 3.1753787E+2	
 7.5910036E+7,	-1.7322784E+1,	 2.1983391E+2	
 7.5910082E+7,	-1.7312659E+1,	 1.7342453E+2	
 7.5910127E+7,	-1.7302535E+1,	 1.3922814E+2	
 7.5910172E+7,	-1.7292411E+1,	 1.0503175E+2	
 7.5910217E+7,	-1.7282286E+1,	 9.2818759E+1	
 7.5910263E+7,	-1.7272162E+1,	 8.3048366E+1	
 7.5910308E+7,	-1.7262038E+1,	 9.0376161E+1	
 7.5910354E+7,	-1.7251913E+1,	 1.0747435E+2	
 7.5910399E+7,	-1.7241789E+1,	 1.3434294E+2	
 7.5910444E+7,	-1.7231665E+1,	 1.6121154E+2	
 7.5910490E+7,	-1.7221540E+1,	 2.1739130E+2	
 7.5910535E+7,	-1.7211416E+1,	 2.6868588E+2	
 7.5910581E+7,	-1.7201291E+1,	 3.3952126E+2	
 7.5910626E+7,	-1.7191167E+1,	 4.1035661E+2	
 7.5910671E+7,	-1.7181043E+1,	 4.8119199E+2	
 7.5910716E+7,	-1.7170918E+1,	 5.4225695E+2	
 7.5910761E+7,	-1.7160794E+1,	 5.9355152E+2	
 7.5910807E+7,	-1.7150670E+1,	 6.7171472E+2	
 7.5910852E+7,	-1.7140545E+1,	 7.3033708E+2	
 7.5910898E+7,	-1.7130421E+1,	 8.1094283E+2	
 7.5910943E+7,	-1.7120297E+1,	 8.5979480E+2	
 7.5910989E+7,	-1.7110172E+1,	 9.0620422E+2	
 7.5911034E+7,	-1.7100048E+1,	 9.5994139E+2	
 7.5911079E+7,	-1.7089923E+1,	 9.6726918E+2	
 7.5911125E+7,	-1.7079799E+1,	 9.5994139E+2	
 7.5911171E+7,	-1.7069675E+1,	 9.5261359E+2	
 7.5911215E+7,	-1.7059550E+1,	 9.2085981E+2	
 7.5911260E+7,	-1.7049426E+1,	 8.8910604E+2	
 7.5911306E+7,	-1.7039302E+1,	 8.3292621E+2	
 7.5911351E+7,	-1.7029177E+1,	 7.6453346E+2	
 7.5911397E+7,	-1.7019053E+1,	 6.6682953E+2	
 7.5911442E+7,	-1.7008929E+1,	 5.3248656E+2	
 7.5911488E+7,	-1.6998804E+1,	 4.9340498E+2	
 7.5911533E+7,	-1.6988680E+1,	 3.8593063E+2	
 7.5911579E+7,	-1.6978555E+1,	 2.2716171E+2	
 7.5911624E+7,	-1.6968431E+1,	 1.1968735E+2	
 7.5911670E+7,	-1.6958307E+1,	 1.3434294E+2	
 7.5911714E+7,	-1.6948182E+1,	 8.7933563E+1	
 7.5911759E+7,	-1.6938058E+1,	 8.3048366E+1	
 7.5911805E+7,	-1.6927934E+1,	 8.5490964E+1	
 7.5911850E+7,	-1.6917809E+1,	 1.0991696E+2	
 7.5911896E+7,	-1.6907685E+1,	 1.5388373E+2	
 7.5911941E+7,	-1.6897561E+1,	 2.1494870E+2	
 7.5911987E+7,	-1.6887436E+1,	 2.9066926E+2	
 7.5912032E+7,	-1.6877312E+1,	 4.3722519E+2	
 7.5912078E+7,	-1.6867187E+1,	 5.2760136E+2	
 7.5912123E+7,	-1.6857063E+1,	 6.0087931E+2	
 7.5912169E+7,	-1.6846939E+1,	 7.1323889E+2	
 7.5912213E+7,	-1.6836814E+1,	 7.4743527E+2	
 7.5912263E+7,	-1.6826690E+1,	 9.3063021E+2	
 7.5912309E+7,	-1.6816566E+1,	 9.2330241E+2	
 7.5912354E+7,	-1.6806441E+1,	 9.5749879E+2	
 7.5912399E+7,	-1.6796317E+1,	 9.6482658E+2	
 7.5912445E+7,	-1.6786193E+1,	 9.5261359E+2	
 7.5912490E+7,	-1.6776068E+1,	 8.8177824E+2	
 7.5912536E+7,	-1.6765944E+1,	 8.2559842E+2	
 7.5912581E+7,	-1.6755820E+1,	 7.9628724E+2	
 7.5912627E+7,	-1.6745695E+1,	 6.7659992E+2	
 7.5912671E+7,	-1.6735571E+1,	 5.9110892E+2	
 7.5912717E+7,	-1.6725446E+1,	 5.0561798E+2	
 7.5912762E+7,	-1.6715322E+1,	 4.3478259E+2	
 7.5912808E+7,	-1.6705198E+1,	 4.0547141E+2	
 7.5912853E+7,	-1.6695073E+1,	 3.2486567E+2	
 7.5912898E+7,	-1.6684949E+1,	 2.3204690E+2	
 7.5912944E+7,	-1.6674825E+1,	 1.4167073E+2	
 7.5912989E+7,	-1.6664700E+1,	 8.7933563E+1	
 7.5913035E+7,	-1.6654576E+1,	 9.0376161E+1	
 7.5913080E+7,	-1.6644452E+1,	 9.7703956E+1	
 7.5913126E+7,	-1.6634327E+1,	 1.3190034E+2	
 7.5913171E+7,	-1.6624203E+1,	 1.8319492E+2	
 7.5913216E+7,	-1.6614078E+1,	 2.4670249E+2	
 7.5913261E+7,	-1.6603954E+1,	 3.2242307E+2	
 7.5913307E+7,	-1.6593830E+1,	 3.9814362E+2	
 7.5913352E+7,	-1.6583705E+1,	 5.0806057E+2	
 7.5913397E+7,	-1.6573581E+1,	 6.1797750E+2	
 7.5913443E+7,	-1.6563457E+1,	 6.3751835E+2	
 7.5913488E+7,	-1.6553332E+1,	 7.3766488E+2	
 7.5913534E+7,	-1.6543208E+1,	 7.4499267E+2	
 7.5913579E+7,	-1.6533084E+1,	 8.3536881E+2	
 7.5913624E+7,	-1.6522959E+1,	 9.1597462E+2	
 7.5913670E+7,	-1.6512835E+1,	 9.2330241E+2	
 7.5913715E+7,	-1.6502710E+1,	 9.6482658E+2	
 7.5913760E+7,	-1.6492586E+1,	 9.5261359E+2	
 7.5913805E+7,	-1.6482462E+1,	 9.6238399E+2	
 7.5913851E+7,	-1.6472337E+1,	 9.6971178E+2	
 7.5913896E+7,	-1.6462213E+1,	 9.6971178E+2	
 7.5913942E+7,	-1.6452089E+1,	 9.0131903E+2	
 7.5913987E+7,	-1.6441964E+1,	 8.6223739E+2	
 7.5914033E+7,	-1.6431840E+1,	 8.5002440E+2	
 7.5914078E+7,	-1.6421716E+1,	 8.1582803E+2	
 7.5914124E+7,	-1.6411591E+1,	 7.2545189E+2	
 7.5914169E+7,	-1.6401467E+1,	 6.4484614E+2	
 7.5914213E+7,	-1.6391342E+1,	 5.7889593E+2	
 7.5914259E+7,	-1.6381218E+1,	 4.5676601E+2	
 7.5914305E+7,	-1.6371094E+1,	 3.5417685E+2	
 7.5914350E+7,	-1.6360969E+1,	 2.6868588E+2	
 7.5914395E+7,	-1.6350845E+1,	 1.3434294E+2	
 7.5914441E+7,	-1.6340721E+1,	 8.7933563E+1	
 7.5914486E+7,	-1.6330596E+1,	 8.5490964E+1	
 7.5914532E+7,	-1.6320472E+1,	 1.0991696E+2	
 7.5914577E+7,	-1.6310348E+1,	 1.2701514E+2	
 7.5914622E+7,	-1.6300223E+1,	 1.2945774E+2	
 7.5914668E+7,	-1.6290099E+1,	 1.7098193E+2	
 7.5914712E+7,	-1.6279974E+1,	 2.3937470E+2	
 7.5914758E+7,	-1.6269850E+1,	 3.2730827E+2	
 7.5914803E+7,	-1.6259726E+1,	 4.0058622E+2	
 7.5914849E+7,	-1.6249601E+1,	 4.0302882E+2	
 7.5914894E+7,	-1.6239477E+1,	 5.3004396E+2	
 7.5914939E+7,	-1.6229353E+1,	 7.3277968E+2	
 7.5914985E+7,	-1.6219228E+1,	 7.7186126E+2	
 7.5915030E+7,	-1.6209104E+1,	 7.9140204E+2	
 7.5915076E+7,	-1.6198980E+1,	 8.5979480E+2	
 7.5915121E+7,	-1.6188855E+1,	 8.8910604E+2	
 7.5915171E+7,	-1.6178731E+1,	 9.1597462E+2	
 7.5915216E+7,	-1.6168607E+1,	 9.4772840E+2	
 7.5915262E+7,	-1.6158482E+1,	 9.5994139E+2	
 7.5915307E+7,	-1.6148358E+1,	 9.5994139E+2	
 7.5915352E+7,	-1.6138233E+1,	 9.4284320E+2	
 7.5915398E+7,	-1.6128109E+1,	 9.1353202E+2	
 7.5915443E+7,	-1.6117985E+1,	 8.2804102E+2	
 7.5915489E+7,	-1.6107860E+1,	 8.0361503E+2	
 7.5915534E+7,	-1.6097736E+1,	 7.2056669E+2	
 7.5915580E+7,	-1.6087612E+1,	 6.6438693E+2	
 7.5915625E+7,	-1.6077487E+1,	 5.9355152E+2	
 7.5915671E+7,	-1.6067363E+1,	 5.0806057E+2	
 7.5915715E+7,	-1.6057239E+1,	 4.2989740E+2	
 7.5915761E+7,	-1.6047114E+1,	 3.4929165E+2	
 7.5915806E+7,	-1.6036990E+1,	 2.7601367E+2	
 7.5915852E+7,	-1.6026865E+1,	 1.9296531E+2	
 7.5915897E+7,	-1.6016741E+1,	 1.5144113E+2	
 7.5915942E+7,	-1.6006617E+1,	 1.0747435E+2	
 7.5915988E+7,	-1.5996492E+1,	 9.5261358E+1	
 7.5916034E+7,	-1.5986368E+1,	 8.5490964E+1	
 7.5916079E+7,	-1.5976244E+1,	 8.5490964E+1	
 7.5916124E+7,	-1.5966119E+1,	 8.7933563E+1	
 7.5916170E+7,	-1.5955995E+1,	 1.0991696E+2	
 7.5916214E+7,	-1.5945871E+1,	 1.2457255E+2	
 7.5916260E+7,	-1.5935746E+1,	 1.4899853E+2	
 7.5916305E+7,	-1.5925622E+1,	 1.9296531E+2	
 7.5916350E+7,	-1.5915497E+1,	 2.1494870E+2	
 7.5916396E+7,	-1.5905373E+1,	 2.5891548E+2	
 7.5916441E+7,	-1.5895249E+1,	 2.6135808E+2	
 7.5916486E+7,	-1.5885124E+1,	 3.4440646E+2	
 7.5916532E+7,	-1.5875000E+1,	 4.0058622E+2	
 7.5916577E+7,	-1.5864876E+1,	 4.3478259E+2	
 7.5916622E+7,	-1.5854751E+1,	 5.2027357E+2	
 7.5916667E+7,	-1.5844627E+1,	 6.3996094E+2	
 7.5916712E+7,	-1.5834503E+1,	 7.3033708E+2	
 7.5916757E+7,	-1.5824378E+1,	 7.6941866E+2	
 7.5916802E+7,	-1.5814254E+1,	 8.5490960E+2	
 7.5916848E+7,	-1.5804129E+1,	 9.0864682E+2	
 7.5916893E+7,	-1.5794005E+1,	 9.1597462E+2	
 7.5916939E+7,	-1.5783881E+1,	 9.4040060E+2	
 7.5916984E+7,	-1.5773756E+1,	 9.4528580E+2	
 7.5917030E+7,	-1.5763632E+1,	 9.3307281E+2	
 7.5917075E+7,	-1.5753508E+1,	 9.0131903E+2	
 7.5917121E+7,	-1.5743383E+1,	 8.5002440E+2	
 7.5917166E+7,	-1.5733259E+1,	 7.6941866E+2	
 7.5917211E+7,	-1.5723135E+1,	 7.1079630E+2	
 7.5917256E+7,	-1.5713010E+1,	 6.2774795E+2	
 7.5917301E+7,	-1.5702886E+1,	 5.5935514E+2	
 7.5917347E+7,	-1.5692761E+1,	 4.4699562E+2	
 7.5917392E+7,	-1.5682637E+1,	 2.8089887E+2	
 7.5917438E+7,	-1.5672513E+1,	 2.1983391E+2	
 7.5917483E+7,	-1.5662388E+1,	 1.5876894E+2	
 7.5917529E+7,	-1.5652264E+1,	 1.0747435E+2	
 7.5917574E+7,	-1.5642140E+1,	 9.0376161E+1	
 7.5917620E+7,	-1.5632015E+1,	 8.3048366E+1	
 7.5917665E+7,	-1.5621891E+1,	 9.0376161E+1	
 7.5917711E+7,	-1.5611767E+1,	 9.7703956E+1	
 7.5917755E+7,	-1.5601642E+1,	 1.2701514E+2	
 7.5917800E+7,	-1.5591518E+1,	 1.8808012E+2	
 7.5917846E+7,	-1.5581393E+1,	 2.4425989E+2	
 7.5917891E+7,	-1.5571269E+1,	 3.1753787E+2	
 7.5917937E+7,	-1.5561145E+1,	 4.4211042E+2	
 7.5917982E+7,	-1.5551020E+1,	 5.1538837E+2	
 7.5918028E+7,	-1.5540896E+1,	 5.5935514E+2	
 7.5918078E+7,	-1.5530772E+1,	 8.5735220E+2	
 7.5918123E+7,	-1.5520647E+1,	 8.3292621E+2	
 7.5918169E+7,	-1.5510523E+1,	 8.5246700E+2	
 7.5918213E+7,	-1.5500399E+1,	 8.6223739E+2	
 7.5918259E+7,	-1.5490274E+1,	 8.9643383E+2	
 7.5918304E+7,	-1.5480150E+1,	 9.3795800E+2	
 7.5918350E+7,	-1.5470026E+1,	 9.3307281E+2	
 7.5918395E+7,	-1.5459901E+1,	 9.2818761E+2	
 7.5918441E+7,	-1.5449777E+1,	 9.1108942E+2	
 7.5918486E+7,	-1.5439652E+1,	 8.8422084E+2	
 7.5918531E+7,	-1.5429528E+1,	 8.1582803E+2	
 7.5918577E+7,	-1.5419404E+1,	 7.8407425E+2	
 7.5918623E+7,	-1.5409279E+1,	 7.4010748E+2	
 7.5918668E+7,	-1.5399155E+1,	 6.2774795E+2	
 7.5918712E+7,	-1.5389031E+1,	 5.4958475E+2	
 7.5918758E+7,	-1.5378906E+1,	 4.3478259E+2	
 7.5918803E+7,	-1.5368782E+1,	 3.2730827E+2	
 7.5918849E+7,	-1.5358658E+1,	 2.8822666E+2	
 7.5918894E+7,	-1.5348533E+1,	 2.0762090E+2	
 7.5918940E+7,	-1.5338409E+1,	 1.6121154E+2	
 7.5918985E+7,	-1.5328284E+1,	 1.3190034E+2	
 7.5919031E+7,	-1.5318160E+1,	 1.0258915E+2	
 7.5919076E+7,	-1.5308036E+1,	 8.3048366E+1	
 7.5919121E+7,	-1.5297911E+1,	 8.7933563E+1	
 7.5919167E+7,	-1.5287787E+1,	 1.1724475E+2	
 7.5919212E+7,	-1.5277663E+1,	 1.4411333E+2	
 7.5919257E+7,	-1.5267538E+1,	 1.9785051E+2	
 7.5919302E+7,	-1.5257414E+1,	 2.4670249E+2	
 7.5919347E+7,	-1.5247290E+1,	 2.9799706E+2	
 7.5919392E+7,	-1.5237165E+1,	 3.2486567E+2	
 7.5919438E+7,	-1.5227041E+1,	 3.9570102E+2	
 7.5919483E+7,	-1.5216916E+1,	 5.0073278E+2	
 7.5919529E+7,	-1.5206792E+1,	 5.5446994E+2	
 7.5919574E+7,	-1.5196668E+1,	 6.3263315E+2	
 7.5919619E+7,	-1.5186543E+1,	 6.7415732E+2	
 7.5919665E+7,	-1.5176419E+1,	 7.1079630E+2	
 7.5919710E+7,	-1.5166295E+1,	 7.4987787E+2	
 7.5919754E+7,	-1.5156170E+1,	 8.3781141E+2	
 7.5919800E+7,	-1.5146046E+1,	 8.9154863E+2	
 7.5919845E+7,	-1.5135922E+1,	 9.1353202E+2	
 7.5919890E+7,	-1.5125797E+1,	 9.2574501E+2	
 7.5919936E+7,	-1.5115673E+1,	 9.4284320E+2	
 7.5919982E+7,	-1.5105548E+1,	 9.4284320E+2	
 7.5920027E+7,	-1.5095424E+1,	 9.2574501E+2	
 7.5920072E+7,	-1.5085300E+1,	 8.7689304E+2	
 7.5920118E+7,	-1.5075175E+1,	 8.3536881E+2	
 7.5920163E+7,	-1.5065051E+1,	 7.5964826E+2	
 7.5920209E+7,	-1.5054927E+1,	 6.5950173E+2	
 7.5920254E+7,	-1.5044802E+1,	 5.8866632E+2	
 7.5920299E+7,	-1.5034678E+1,	 4.6165121E+2	
 7.5920344E+7,	-1.5024554E+1,	 4.0058622E+2	
 7.5920390E+7,	-1.5014429E+1,	 2.8822666E+2	
 7.5920435E+7,	-1.5004305E+1,	 2.0762090E+2	
 7.5920481E+7,	-1.4994180E+1,	 1.7830972E+2	
 7.5920526E+7,	-1.4984056E+1,	 1.1968735E+2	
 7.5920571E+7,	-1.4973932E+1,	 1.0014655E+2	
 7.5920617E+7,	-1.4963807E+1,	 8.5490964E+1	
 7.5920662E+7,	-1.4953683E+1,	 8.5490964E+1	
 7.5920708E+7,	-1.4943559E+1,	 9.5261358E+1	
 7.5920753E+7,	-1.4933434E+1,	 1.1480215E+2	
 7.5920798E+7,	-1.4923310E+1,	 1.6853933E+2	
 7.5920843E+7,	-1.4913186E+1,	 2.1739130E+2	
 7.5920889E+7,	-1.4903061E+1,	 3.0043966E+2	
 7.5920934E+7,	-1.4892937E+1,	 3.3952126E+2	
 7.5920984E+7,	-1.4882812E+1,	 4.5676601E+2	
 7.5921030E+7,	-1.4872688E+1,	 5.4469955E+2	
 7.5921075E+7,	-1.4862564E+1,	 6.0820711E+2	
 7.5921121E+7,	-1.4852439E+1,	 6.8392771E+2	
 7.5921166E+7,	-1.4842315E+1,	 7.5232047E+2	
 7.5921212E+7,	-1.4832191E+1,	 8.1827062E+2	
 7.5921256E+7,	-1.4822066E+1,	 8.5979480E+2	
 7.5921302E+7,	-1.4811942E+1,	 9.1108942E+2	
 7.5921347E+7,	-1.4801818E+1,	 9.4284320E+2	
 7.5921392E+7,	-1.4791693E+1,	 9.5261359E+2	
 7.5921438E+7,	-1.4781569E+1,	 9.5261359E+2	
 7.5921483E+7,	-1.4771445E+1,	 9.5749879E+2	
 7.5921529E+7,	-1.4761320E+1,	 9.5261359E+2	
 7.5921574E+7,	-1.4751196E+1,	 9.2330241E+2	
 7.5921619E+7,	-1.4741071E+1,	 9.0620422E+2	
 7.5921665E+7,	-1.4730947E+1,	 8.5002440E+2	
 7.5921710E+7,	-1.4720823E+1,	 7.6209086E+2	
 7.5921755E+7,	-1.4710698E+1,	 7.1079630E+2	
 7.5921800E+7,	-1.4700574E+1,	 6.2286270E+2	
 7.5921846E+7,	-1.4690450E+1,	 5.7889593E+2	
 7.5921891E+7,	-1.4680325E+1,	 5.1783097E+2	
 7.5921937E+7,	-1.4670201E+1,	 4.6897900E+2	
 7.5921982E+7,	-1.4660077E+1,	 3.5906205E+2	
 7.5922027E+7,	-1.4649952E+1,	 3.8837323E+2	
 7.5922073E+7,	-1.4639828E+1,	 3.3952126E+2	
 7.5922118E+7,	-1.4629703E+1,	 3.2730827E+2	
 7.5922164E+7,	-1.4619579E+1,	 2.2227651E+2	
 7.5922209E+7,	-1.4609455E+1,	 1.7098193E+2	
 7.5922254E+7,	-1.4599330E+1,	 1.4899853E+2	
 7.5922299E+7,	-1.4589206E+1,	 1.3190034E+2	
 7.5922345E+7,	-1.4579082E+1,	 1.0014655E+2	
 7.5922390E+7,	-1.4568957E+1,	 8.5490964E+1	
 7.5922436E+7,	-1.4558833E+1,	 8.3048366E+1	
 7.5922481E+7,	-1.4548709E+1,	 9.2818759E+1	
 7.5922526E+7,	-1.4538584E+1,	 1.1235955E+2	
 7.5922572E+7,	-1.4528460E+1,	 1.5388373E+2	
 7.5922617E+7,	-1.4518335E+1,	 1.8563752E+2	
 7.5922663E+7,	-1.4508211E+1,	 2.8334147E+2	
 7.5922708E+7,	-1.4498087E+1,	 3.1753787E+2	
 7.5922754E+7,	-1.4487962E+1,	 4.0058622E+2	
 7.5922798E+7,	-1.4477838E+1,	 4.3966782E+2	
 7.5922844E+7,	-1.4467714E+1,	 4.7874939E+2	
 7.5922889E+7,	-1.4457589E+1,	 5.8378112E+2	
 7.5922935E+7,	-1.4447465E+1,	 6.4973134E+2	
 7.5922980E+7,	-1.4437341E+1,	 7.7674645E+2	
 7.5923025E+7,	-1.4427216E+1,	 8.5735220E+2	
 7.5923071E+7,	-1.4417092E+1,	 9.1353202E+2	
 7.5923116E+7,	-1.4406967E+1,	 9.3307281E+2	
 7.5923162E+7,	-1.4396843E+1,	 9.5994139E+2	
 7.5923207E+7,	-1.4386719E+1,	 9.5261359E+2	
 7.5923253E+7,	-1.4376594E+1,	 9.2574501E+2	
 7.5923297E+7,	-1.4366470E+1,	 8.6712259E+2	
 7.5923342E+7,	-1.4356346E+1,	 8.2804102E+2	
 7.5923388E+7,	-1.4346221E+1,	 7.4743527E+2	
 7.5923433E+7,	-1.4336097E+1,	 6.7415732E+2	
 7.5923479E+7,	-1.4325973E+1,	 5.9843671E+2	
 7.5923524E+7,	-1.4315848E+1,	 5.0561798E+2	
 7.5923570E+7,	-1.4305724E+1,	 4.3234000E+2	
 7.5923615E+7,	-1.4295599E+1,	 3.3952126E+2	
 7.5923661E+7,	-1.4285475E+1,	 2.5891548E+2	
 7.5923706E+7,	-1.4275351E+1,	 1.7586713E+2	
 7.5923751E+7,	-1.4265226E+1,	 1.5876894E+2	
 7.5923796E+7,	-1.4255102E+1,	 1.0258915E+2	
 7.5923841E+7,	-1.4244978E+1,	 8.5490964E+1	
 7.5923892E+7,	-1.4234853E+1,	 1.0258915E+2	
 7.5923937E+7,	-1.4224729E+1,	 1.4167073E+2	
 7.5923982E+7,	-1.4214605E+1,	 2.0029311E+2	
 7.5924028E+7,	-1.4204480E+1,	 2.0762090E+2	
 7.5924073E+7,	-1.4194356E+1,	 2.4670249E+2	
 7.5924119E+7,	-1.4184232E+1,	 3.4929165E+2	
 7.5924165E+7,	-1.4174107E+1,	 4.1279921E+2	
 7.5924210E+7,	-1.4163983E+1,	 5.5446994E+2	
 7.5924254E+7,	-1.4153858E+1,	 6.4484614E+2	
 7.5924300E+7,	-1.4143734E+1,	 6.8637031E+2	
 7.5924345E+7,	-1.4133610E+1,	 8.2315582E+2	
 7.5924391E+7,	-1.4123485E+1,	 8.5735220E+2	
 7.5924436E+7,	-1.4113361E+1,	 8.8422084E+2	
 7.5924482E+7,	-1.4103237E+1,	 9.3307281E+2	
 7.5924527E+7,	-1.4093112E+1,	 9.5261359E+2	
 7.5924572E+7,	-1.4082988E+1,	 9.5749879E+2	
 7.5924618E+7,	-1.4072864E+1,	 9.3795800E+2	
 7.5924663E+7,	-1.4062739E+1,	 8.8177824E+2	
 7.5924709E+7,	-1.4052615E+1,	 8.0117244E+2	
 7.5924754E+7,	-1.4042490E+1,	 7.4743527E+2	
 7.5924799E+7,	-1.4032366E+1,	 6.6927212E+2	
 7.5924844E+7,	-1.4022242E+1,	 5.2027357E+2	
 7.5924889E+7,	-1.4012117E+1,	 4.8851979E+2	
 7.5924935E+7,	-1.4001993E+1,	 4.1279921E+2	
 7.5924980E+7,	-1.3991869E+1,	 2.5403029E+2	
 7.5925026E+7,	-1.3981744E+1,	 3.4684905E+2	
 7.5925071E+7,	-1.3971620E+1,	 2.1250610E+2	
 7.5925117E+7,	-1.3961496E+1,	 1.3190034E+2	
 7.5925162E+7,	-1.3951371E+1,	 1.3678554E+2	
 7.5925207E+7,	-1.3941247E+1,	 9.5261358E+1	
 7.5925253E+7,	-1.3931122E+1,	 8.3048366E+1	
 7.5925297E+7,	-1.3920998E+1,	 8.3048366E+1	
 7.5925343E+7,	-1.3910874E+1,	 8.7933563E+1	
 7.5925388E+7,	-1.3900749E+1,	 1.0014655E+2	
 7.5925434E+7,	-1.3890625E+1,	 1.1235955E+2	
 7.5925479E+7,	-1.3880501E+1,	 1.5144113E+2	
 7.5925524E+7,	-1.3870376E+1,	 1.7586713E+2	
 7.5925570E+7,	-1.3860252E+1,	 2.5403029E+2	
 7.5925615E+7,	-1.3850128E+1,	 3.1021005E+2	
 7.5925661E+7,	-1.3840003E+1,	 3.6150464E+2	
 7.5925706E+7,	-1.3829879E+1,	 4.4943821E+2	
 7.5925752E+7,	-1.3819754E+1,	 5.0073278E+2	
 7.5925796E+7,	-1.3809630E+1,	 6.3751835E+2	
 7.5925842E+7,	-1.3799506E+1,	 7.1323889E+2	
 7.5925887E+7,	-1.3789381E+1,	 8.1827062E+2	
 7.5925933E+7,	-1.3779257E+1,	 8.6467999E+2	
