Temps___(ms):, Pos.cal.(�m):, Tension_(mV):
 8.4340322E+7, -4.5468511E+1, 5.1477772E+2
 8.4340482E+7, -4.5417889E+1, 5.0182706E+2
 8.4340642E+7, -4.5367267E+1, 5.0010258E+2
 8.4340802E+7, -4.5316645E+1, 5.1074255E+2
 8.4340962E+7, -4.5266024E+1, 5.1280409E+2
 8.4341122E+7, -4.5215402E+1, 5.1180750E+2
 8.4341282E+7, -4.5164780E+1, 5.0234002E+2
 8.4341442E+7, -4.5114158E+1, 5.0199318E+2
 8.4341602E+7, -4.5063536E+1, 5.1033705E+2
 8.4341762E+7, -4.5012915E+1, 5.1430875E+2
 8.4341922E+7, -4.4962293E+1, 5.1006353E+2
 8.4342082E+7, -4.4911671E+1, 5.0135320E+2
 8.4342242E+7, -4.4861049E+1, 5.0285786E+2
 8.4342402E+7, -4.4810427E+1, 5.1422083E+2
 8.4342562E+7, -4.4759805E+1, 5.1200783E+2
 8.4342722E+7, -4.4709184E+1, 5.0488031E+2
 8.4342882E+7, -4.4658562E+1, 5.0498289E+2
 8.4343042E+7, -4.4607940E+1, 5.0414753E+2
 8.4343202E+7, -4.4557318E+1, 5.0727892E+2
 8.4343362E+7, -4.4506696E+1, 5.1216900E+2
 8.4343522E+7, -4.4456075E+1, 5.0814849E+2
 8.4343682E+7, -4.4405453E+1, 5.0208598E+2
 8.4343842E+7, -4.4354831E+1, 5.0178307E+2
 8.4344002E+7, -4.4304209E+1, 5.0951147E+2
 8.4344162E+7, -4.4253587E+1, 5.1467514E+2
 8.4344322E+7, -4.4202966E+1, 5.1122129E+2
 8.4344482E+7, -4.4152344E+1, 5.0001955E+2
 8.4344642E+7, -4.4101722E+1, 5.0276500E+2
 8.4344802E+7, -4.4051100E+1, 5.1381046E+2
 8.4344962E+7, -4.4000478E+1, 5.1688814E+2
 8.4345122E+7, -4.3949857E+1, 5.1042014E+2
 8.4345282E+7, -4.3899235E+1, 4.9883732E+2
 8.4345442E+7, -4.3848613E+1, 5.0280410E+2
 8.4345602E+7, -4.3797991E+1, 5.1386422E+2
 8.4345762E+7, -4.3747369E+1, 5.1446021E+2
 8.4345922E+7, -4.3696747E+1, 5.1144600E+2
 8.4346082E+7, -4.3646126E+1, 5.0266731E+2
 8.4346242E+7, -4.3595504E+1, 5.0483143E+2
 8.4346402E+7, -4.3544882E+1, 5.1216900E+2
 8.4346562E+7, -4.3494260E+1, 5.1351243E+2
 8.4346722E+7, -4.3443638E+1, 5.0442111E+2
 8.4346882E+7, -4.3393017E+1, 5.0100636E+2
 8.4347042E+7, -4.3342395E+1, 5.0288224E+2
 8.4347202E+7, -4.3291773E+1, 5.1336592E+2
 8.4347362E+7, -4.3241151E+1, 5.1556426E+2
 8.4347522E+7, -4.3190529E+1, 5.0623351E+2
 8.4347682E+7, -4.3139908E+1, 5.0286275E+2
 8.4347842E+7, -4.3089286E+1, 5.0391304E+2
 8.4348002E+7, -4.3038664E+1, 5.1303858E+2
 8.4348162E+7, -4.2988042E+1, 5.1554471E+2
 8.4348322E+7, -4.2937420E+1, 5.0524181E+2
 8.4348482E+7, -4.2886798E+1, 5.0194919E+2
 8.4348642E+7, -4.2836177E+1, 5.0871521E+2
 8.4348802E+7, -4.2785555E+1, 5.1640940E+2
 8.4348962E+7, -4.2734933E+1, 5.1474351E+2
 8.4349122E+7, -4.2684311E+1, 5.0534928E+2
 8.4349282E+7, -4.2633689E+1, 5.0012213E+2
 8.4349442E+7, -4.2583068E+1, 5.1003909E+2
 8.4349602E+7, -4.2532446E+1, 5.1922816E+2
 8.4349762E+7, -4.2481824E+1, 5.1183194E+2
 8.4349922E+7, -4.2431202E+1, 5.0458717E+2
 8.4350082E+7, -4.2380580E+1, 4.9771860E+2
 8.4350242E+7, -4.2329959E+1, 5.0466537E+2
 8.4350402E+7, -4.2279337E+1, 5.1720077E+2
 8.4350562E+7, -4.2228715E+1, 5.1759160E+2
 8.4350722E+7, -4.2178093E+1, 5.0126040E+2
 8.4350882E+7, -4.2127471E+1, 4.9847582E+2
 8.4351042E+7, -4.2076849E+1, 5.0950658E+2
 8.4351202E+7, -4.2026228E+1, 5.1941377E+2
 8.4351362E+7, -4.1975606E+1, 5.1459211E+2
 8.4351522E+7, -4.1924984E+1, 5.0117731E+2
 8.4351682E+7, -4.1874362E+1, 5.0255495E+2
 8.4351842E+7, -4.1823740E+1, 5.0683928E+2
 8.4352002E+7, -4.1773119E+1, 5.1396680E+2
 8.4352162E+7, -4.1722497E+1, 5.1419151E+2
 8.4352322E+7, -4.1671875E+1, 5.0978506E+2
 8.4352482E+7, -4.1621253E+1, 5.0525647E+2
 8.4352642E+7, -4.1570631E+1, 5.0601858E+2
 8.4352802E+7, -4.1520010E+1, 5.1440644E+2
 8.4352962E+7, -4.1469388E+1, 5.1808989E+2
 8.4353122E+7, -4.1418766E+1, 5.1181239E+2
 8.4353282E+7, -4.1368144E+1, 5.0361502E+2
 8.4353442E+7, -4.1317522E+1, 5.0322425E+2
 8.4353602E+7, -4.1266901E+1, 5.1107472E+2
 8.4353762E+7, -4.1216279E+1, 5.1522714E+2
 8.4353922E+7, -4.1165657E+1, 5.1374209E+2
 8.4354082E+7, -4.1115035E+1, 5.0585246E+2
 8.4354242E+7, -4.1064413E+1, 5.0710797E+2
 8.4354402E+7, -4.1013791E+1, 5.1423061E+2
 8.4354562E+7, -4.0963170E+1, 5.1453835E+2
 8.4354722E+7, -4.0912548E+1, 5.0869566E+2
 8.4354882E+7, -4.0861926E+1, 5.0359553E+2
 8.4355042E+7, -4.0811304E+1, 5.0475818E+2
 8.4355202E+7, -4.0760682E+1, 5.1371765E+2
 8.4355362E+7, -4.0710061E+1, 5.1696140E+2
 8.4355522E+7, -4.0659439E+1, 5.0756717E+2
 8.4355682E+7, -4.0608817E+1, 5.0207132E+2
 8.4355842E+7, -4.0558195E+1, 5.0606251E+2
 8.4356002E+7, -4.0507573E+1, 5.1304346E+2
 8.4356162E+7, -4.0456952E+1, 5.1600391E+2
 8.4356322E+7, -4.0406330E+1, 5.1018566E+2
 8.4356482E+7, -4.0355708E+1, 5.0209087E+2
 8.4356642E+7, -4.0305086E+1, 5.0665367E+2
 8.4356802E+7, -4.0254464E+1, 5.1406938E+2
 8.4356962E+7, -4.0203842E+1, 5.1378113E+2
 8.4357122E+7, -4.0153221E+1, 5.1167077E+2
 8.4357282E+7, -4.0102599E+1, 5.0498289E+2
 8.4357442E+7, -4.0051977E+1, 5.0596482E+2
 8.4357602E+7, -4.0001355E+1, 5.1494873E+2
 8.4357762E+7, -3.9950733E+1, 5.1757693E+2
 8.4357922E+7, -3.9900112E+1, 5.1284319E+2
 8.4358082E+7, -3.9849490E+1, 5.0442111E+2
 8.4358242E+7, -3.9798868E+1, 5.0241327E+2
 8.4358402E+7, -3.9748246E+1, 5.1184660E+2
 8.4358562E+7, -3.9697624E+1, 5.1775771E+2
 8.4358722E+7, -3.9647003E+1, 5.1170492E+2
 8.4358882E+7, -3.9596381E+1, 5.1069856E+2
 8.4359042E+7, -3.9545759E+1, 5.0352222E+2
 8.4359202E+7, -3.9495137E+1, 5.0674647E+2
 8.4359362E+7, -3.9444515E+1, 5.1761115E+2
 8.4359522E+7, -3.9393893E+1, 5.1695651E+2
 8.4359682E+7, -3.9343272E+1, 5.0358576E+2
 8.4359842E+7, -3.9292650E+1, 5.0057155E+2
 8.4360002E+7, -3.9242028E+1, 5.0976062E+2
 8.4360162E+7, -3.9191406E+1, 5.1836836E+2
 8.4360322E+7, -3.9140784E+1, 5.1657546E+2
 8.4360482E+7, -3.9090163E+1, 5.0472885E+2
 8.4360642E+7, -3.9039541E+1, 5.0365412E+2
 8.4360802E+7, -3.8988919E+1, 5.1388371E+2
 8.4360962E+7, -3.8938297E+1, 5.1007330E+2
 8.4361122E+7, -3.8887675E+1, 5.1476306E+2
 8.4361282E+7, -3.8837054E+1, 5.1154864E+2
 8.4361442E+7, -3.8786432E+1, 5.0576943E+2
 8.4361602E+7, -3.8735810E+1, 5.0659990E+2
 8.4361762E+7, -3.8685188E+1, 5.1481682E+2
 8.4361922E+7, -3.8634566E+1, 5.1909626E+2
 8.4362082E+7, -3.8583945E+1, 5.1551050E+2
 8.4362242E+7, -3.8533323E+1, 5.0490963E+2
 8.4362402E+7, -3.8482701E+1, 5.0535417E+2
 8.4362562E+7, -3.8432079E+1, 5.1268685E+2
 8.4362722E+7, -3.8381457E+1, 5.1895946E+2
 8.4362882E+7, -3.8330835E+1, 5.1677579E+2
 8.4363042E+7, -3.8280214E+1, 5.0202733E+2
 8.4363202E+7, -3.8229592E+1, 5.0322425E+2
 8.4363362E+7, -3.8178970E+1, 5.1718611E+2
 8.4363522E+7, -3.8128348E+1, 5.2080607E+2
 8.4363682E+7, -3.8077726E+1, 5.0870544E+2
 8.4363842E+7, -3.8027105E+1, 5.0565708E+2
 8.4364002E+7, -3.7976483E+1, 5.0702977E+2
 8.4364162E+7, -3.7925861E+1, 5.1391792E+2
 8.4364322E+7, -3.7875239E+1, 5.1808989E+2
 8.4364482E+7, -3.7824617E+1, 5.1125062E+2
 8.4364642E+7, -3.7773996E+1, 5.0286275E+2
 8.4364802E+7, -3.7723374E+1, 5.0791889E+2
 8.4364962E+7, -3.7672752E+1, 5.1214951E+2
 8.4365122E+7, -3.7622130E+1, 5.2052760E+2
 8.4365282E+7, -3.7571508E+1, 5.1329261E+2
 8.4365442E+7, -3.7520886E+1, 5.0463116E+2
 8.4365602E+7, -3.7470265E+1, 5.0544697E+2
 8.4365762E+7, -3.7419643E+1, 5.1612604E+2
 8.4365922E+7, -3.7369021E+1, 5.1942354E+2
 8.4366082E+7, -3.7318399E+1, 5.1487541E+2
 8.4366242E+7, -3.7267777E+1, 5.0493896E+2
 8.4366402E+7, -3.7217156E+1, 5.0360531E+2
 8.4366562E+7, -3.7166534E+1, 5.1298487E+2
 8.4366722E+7, -3.7115912E+1, 5.1896435E+2
 8.4366882E+7, -3.7065290E+1, 5.2020031E+2
 8.4367042E+7, -3.7014668E+1, 5.0643378E+2
 8.4367202E+7, -3.6964047E+1, 5.0165123E+2
 8.4367362E+7, -3.6913425E+1, 5.1263803E+2
 8.4367522E+7, -3.6862803E+1, 5.2289695E+2
 8.4367682E+7, -3.6812181E+1, 5.1249146E+2
 8.4367842E+7, -3.6761559E+1, 5.0303370E+2
 8.4368002E+7, -3.6710937E+1, 5.0438201E+2
 8.4368162E+7, -3.6660316E+1, 5.1759648E+2
 8.4368322E+7, -3.6609694E+1, 5.2141672E+2
 8.4368482E+7, -3.6559072E+1, 5.1188570E+2
 8.4368642E+7, -3.6508450E+1, 5.0332195E+2
 8.4368802E+7, -3.6457828E+1, 5.0934052E+2
 8.4368962E+7, -3.6407207E+1, 5.1279920E+2
 8.4369122E+7, -3.6356585E+1, 5.1851976E+2
 8.4369282E+7, -3.6305963E+1, 5.1611626E+2
 8.4369442E+7, -3.6255341E+1, 5.0811434E+2
 8.4369602E+7, -3.6204719E+1, 5.0694674E+2
 8.4369762E+7, -3.6154098E+1, 5.1313144E+2
 8.4369922E+7, -3.6103476E+1, 5.1718611E+2
 8.4370082E+7, -3.6052854E+1, 5.2039081E+2
 8.4370242E+7, -3.6002232E+1, 5.1012212E+2
 8.4370402E+7, -3.5951610E+1, 5.0769907E+2
 8.4370562E+7, -3.5900989E+1, 5.1201761E+2
 8.4370722E+7, -3.5850367E+1, 5.1327795E+2
 8.4370882E+7, -3.5799745E+1, 5.1582319E+2
 8.4371042E+7, -3.5749123E+1, 5.0859797E+2
 8.4371202E+7, -3.5698501E+1, 5.0533462E+2
 8.4371362E+7, -3.5647879E+1, 5.1523691E+2
 8.4371522E+7, -3.5597258E+1, 5.2011722E+2
 8.4371682E+7, -3.5546636E+1, 5.0981927E+2
 8.4371842E+7, -3.5496014E+1, 5.0571078E+2
 8.4372002E+7, -3.5445392E+1, 5.0882757E+2
 8.4372162E+7, -3.5394770E+1, 5.1795799E+2
 8.4372322E+7, -3.5344149E+1, 5.1686859E+2
 8.4372482E+7, -3.5293527E+1, 5.0709331E+2
 8.4372642E+7, -3.5242905E+1, 5.0571078E+2
 8.4372802E+7, -3.5192283E+1, 5.1696628E+2
 8.4372962E+7, -3.5141661E+1, 5.1766485E+2
 8.4373122E+7, -3.5091040E+1, 5.1648754E+2
 8.4373282E+7, -3.5040418E+1, 5.1077676E+2
 8.4373442E+7, -3.4989796E+1, 5.0795799E+2
 8.4373602E+7, -3.4939174E+1, 5.1533467E+2
 8.4373762E+7, -3.4888552E+1, 5.1958477E+2
 8.4373922E+7, -3.4837930E+1, 5.1675624E+2
 8.4374082E+7, -3.4787309E+1, 5.0878358E+2
 8.4374242E+7, -3.4736687E+1, 5.0594038E+2
 8.4374402E+7, -3.4686065E+1, 5.1528579E+2
 8.4374562E+7, -3.4635443E+1, 5.2180266E+2
 8.4374722E+7, -3.4584821E+1, 5.1574987E+2
 8.4374882E+7, -3.4534200E+1, 5.0854421E+2
 8.4375042E+7, -3.4483578E+1, 5.0514901E+2
 8.4375202E+7, -3.4432956E+1, 5.1424032E+2
 8.4375362E+7, -3.4382334E+1, 5.2002442E+2
 8.4375522E+7, -3.4331712E+1, 5.1314116E+2
 8.4375682E+7, -3.4281091E+1, 5.0635076E+2
 8.4375842E+7, -3.4230469E+1, 5.0571078E+2
 8.4376002E+7, -3.4179847E+1, 5.1069856E+2
 8.4376162E+7, -3.4129225E+1, 5.2046901E+2
 8.4376322E+7, -3.4078603E+1, 5.1973623E+2
 8.4376482E+7, -3.4027982E+1, 5.0587690E+2
 8.4376642E+7, -3.3977360E+1, 5.0387394E+2
 8.4376802E+7, -3.3926738E+1, 5.1656085E+2
 8.4376962E+7, -3.3876116E+1, 5.2305812E+2
 8.4377122E+7, -3.3825494E+1, 5.1856863E+2
 8.4377282E+7, -3.3774872E+1, 5.0104058E+2
 8.4377442E+7, -3.3724251E+1, 5.0671715E+2
 8.4377602E+7, -3.3673629E+1, 5.2280897E+2
 8.4377762E+7, -3.3623007E+1, 5.2349293E+2
 8.4377922E+7, -3.3572385E+1, 5.1548117E+2
 8.4378082E+7, -3.3521763E+1, 5.0296044E+2
 8.4378242E+7, -3.3471142E+1, 5.0725943E+2
 8.4378402E+7, -3.3420520E+1, 5.2218854E+2
 8.4378562E+7, -3.3369898E+1, 5.2324378E+2
 8.4378722E+7, -3.3319276E+1, 5.0946265E+2
 8.4378882E+7, -3.3268654E+1, 5.0388372E+2
 8.4379042E+7, -3.3218033E+1, 5.0669271E+2
 8.4379202E+7, -3.3167411E+1, 5.2031755E+2
 8.4379362E+7, -3.3116789E+1, 5.1882756E+2
 8.4379522E+7, -3.3066167E+1, 5.0900340E+2
 8.4379682E+7, -3.3015545E+1, 5.0978506E+2
 8.4379842E+7, -3.2964923E+1, 5.0747925E+2
 8.4380002E+7, -3.2914302E+1, 5.1240355E+2
 8.4380162E+7, -3.2863680E+1, 5.1596481E+2
 8.4380322E+7, -3.2813058E+1, 5.1680022E+2
 8.4380482E+7, -3.2762436E+1, 5.0955057E+2
 8.4380642E+7, -3.2711814E+1, 5.1028824E+2
 8.4380802E+7, -3.2661193E+1, 5.1601857E+2
 8.4380962E+7, -3.2610571E+1, 5.1862240E+2
 8.4381122E+7, -3.2559949E+1, 5.1693696E+2
 8.4381282E+7, -3.2509327E+1, 5.0786030E+2
 8.4381442E+7, -3.2458705E+1, 5.0934541E+2
 8.4381602E+7, -3.2408084E+1, 5.1967269E+2
 8.4381762E+7, -3.2357462E+1, 5.1754272E+2
 8.4381922E+7, -3.2306840E+1, 5.1354176E+2
 8.4382082E+7, -3.2256218E+1, 5.0630677E+2
 8.4382242E+7, -3.2205596E+1, 5.1205176E+2
 8.4382402E+7, -3.2154974E+1, 5.2061063E+2
 8.4382562E+7, -3.2104353E+1, 5.1788962E+2
 8.4382722E+7, -3.2053731E+1, 5.0657547E+2
 8.4382882E+7, -3.2003109E+1, 5.0522715E+2
 8.4383042E+7, -3.1952487E+1, 5.1129460E+2
 8.4383202E+7, -3.1901865E+1, 5.2250123E+2
 8.4383362E+7, -3.1851244E+1, 5.2037126E+2
 8.4383522E+7, -3.1800622E+1, 5.0543725E+2
 8.4383682E+7, -3.1750000E+1, 5.0384468E+2
 8.4383842E+7, -3.1699378E+1, 5.1122618E+2
 8.4384002E+7, -3.1648756E+1, 5.2411336E+2
 8.4384162E+7, -3.1598135E+1, 5.1978993E+2
 8.4384322E+7, -3.1547513E+1, 5.0838298E+2
 8.4384482E+7, -3.1496891E+1, 5.0550562E+2
 8.4384642E+7, -3.1446269E+1, 5.2030778E+2
 8.4384802E+7, -3.1395647E+1, 5.2567172E+2
 8.4384962E+7, -3.1345026E+1, 5.1975572E+2
 8.4385122E+7, -3.1294404E+1, 5.0501710E+2
 8.4385282E+7, -3.1243782E+1, 5.0450414E+2
 8.4385442E+7, -3.1193160E+1, 5.1734734E+2
 8.4385602E+7, -3.1142538E+1, 5.2212507E+2
 8.4385762E+7, -3.1091916E+1, 5.1521254E+2
 8.4385922E+7, -3.1041295E+1, 5.1188082E+2
 8.4386082E+7, -3.0990673E+1, 5.0837809E+2
 8.4386242E+7, -3.0940051E+1, 5.1401561E+2
 8.4386402E+7, -3.0889429E+1, 5.1867121E+2
 8.4386562E+7, -3.0838807E+1, 5.1629215E+2
 8.4386722E+7, -3.0788186E+1, 5.0982416E+2
 8.4386882E+7, -3.0737564E+1, 5.1016122E+2
 8.4387042E+7, -3.0686942E+1, 5.1297510E+2
 8.4387202E+7, -3.0636320E+1, 5.1612604E+2
 8.4387362E+7, -3.0585698E+1, 5.1414263E+2
 8.4387522E+7, -3.0535077E+1, 5.1555449E+2
 8.4387682E+7, -3.0484455E+1, 5.1307279E+2
 8.4387842E+7, -3.0433833E+1, 5.0689793E+2
 8.4388002E+7, -3.0383211E+1, 5.2193457E+2
 8.4388162E+7, -3.0332589E+1, 5.2278948E+2
 8.4388322E+7, -3.0281967E+1, 5.1225698E+2
 8.4388482E+7, -3.0231346E+1, 5.0337076E+2
 8.4388642E+7, -3.0180724E+1, 5.1247680E+2
 8.4388802E+7, -3.0130102E+1, 5.2270639E+2
 8.4388962E+7, -3.0079480E+1, 5.1990718E+2
 8.4389122E+7, -3.0028858E+1, 5.0820714E+2
 8.4389282E+7, -2.9978237E+1, 5.0555938E+2
 8.4389442E+7, -2.9927615E+1, 5.1804590E+2
 8.4389602E+7, -2.9876993E+1, 5.2044946E+2
 8.4389762E+7, -2.9826371E+1, 5.1008791E+2
 8.4389922E+7, -2.9775749E+1, 5.0929654E+2
 8.4390082E+7, -2.9725128E+1, 5.0832438E+2
 8.4390242E+7, -2.9674506E+1, 5.1643872E+2
 8.4390402E+7, -2.9623884E+1, 5.2124572E+2
 8.4390562E+7, -2.9573262E+1, 5.1237911E+2
 8.4390722E+7, -2.9522640E+1, 5.0442111E+2
 8.4390882E+7, -2.9472018E+1, 5.0663412E+2
 8.4391042E+7, -2.9421397E+1, 5.1648265E+2
 8.4391202E+7, -2.9370775E+1, 5.2432829E+2
 8.4391362E+7, -2.9320153E+1, 5.1785052E+2
 8.4391522E+7, -2.9269531E+1, 5.0519782E+2
 8.4391682E+7, -2.9218909E+1, 5.0730824E+2
 8.4391842E+7, -2.9168288E+1, 5.1255983E+2
 8.4392002E+7, -2.9117666E+1, 5.2056181E+2
 8.4392162E+7, -2.9067044E+1, 5.1764047E+2
 8.4392322E+7, -2.9016422E+1, 5.0891060E+2
 8.4392482E+7, -2.8965800E+1, 5.0818759E+2
 8.4392642E+7, -2.8915179E+1, 5.1826578E+2
 8.4392802E+7, -2.8864557E+1, 5.2056181E+2
 8.4392962E+7, -2.8813935E+1, 5.1744014E+2
 8.4393122E+7, -2.8763313E+1, 5.0909138E+2
 8.4393282E+7, -2.8712691E+1, 5.0663412E+2
 8.4393442E+7, -2.8662070E+1, 5.1417685E+2
 8.4393602E+7, -2.8611448E+1, 5.2094775E+2
 8.4393762E+7, -2.8560826E+1, 5.1649243E+2
 8.4393922E+7, -2.8510204E+1, 5.1040059E+2
 8.4394082E+7, -2.8459582E+1, 5.0361013E+2
 8.4394242E+7, -2.8408960E+1, 5.1159257E+2
 8.4394402E+7, -2.8358339E+1, 5.2417684E+2
 8.4394562E+7, -2.8307717E+1, 5.2019054E+2
 8.4394722E+7, -2.8257095E+1, 5.1029801E+2
 8.4394882E+7, -2.8206473E+1, 5.0367367E+2
 8.4395042E+7, -2.8155851E+1, 5.0751346E+2
 8.4395202E+7, -2.8105230E+1, 5.1559842E+2
 8.4395362E+7, -2.8054608E+1, 5.2046901E+2
 8.4395522E+7, -2.8003986E+1, 5.1183194E+2
 8.4395682E+7, -2.7953364E+1, 5.0704443E+2
 8.4395842E+7, -2.7902742E+1, 5.0863212E+2
 8.4396002E+7, -2.7852121E+1, 5.2419150E+2
 8.4396162E+7, -2.7801499E+1, 5.2131414E+2
 8.4396322E+7, -2.7750877E+1, 5.0825113E+2
 8.4396482E+7, -2.7700255E+1, 5.0780654E+2
 8.4396642E+7, -2.7649633E+1, 5.1948708E+2
 8.4396802E+7, -2.7599011E+1, 5.2074742E+2
 8.4396962E+7, -2.7548390E+1, 5.1347828E+2
 8.4397122E+7, -2.7497768E+1, 5.0721544E+2
 8.4397282E+7, -2.7447146E+1, 5.1374209E+2
 8.4397442E+7, -2.7396524E+1, 5.2166098E+2
 8.4397602E+7, -2.7345902E+1, 5.1706886E+2
 8.4397762E+7, -2.7295281E+1, 5.1033705E+2
 8.4397922E+7, -2.7244659E+1, 5.1319492E+2
 8.4398082E+7, -2.7194037E+1, 5.1429898E+2
 8.4398242E+7, -2.7143415E+1, 5.1693696E+2
 8.4398402E+7, -2.7092793E+1, 5.1522225E+2
 8.4398562E+7, -2.7042172E+1, 5.0644356E+2
 8.4398722E+7, -2.6991550E+1, 5.0585246E+2
 8.4398882E+7, -2.6940928E+1, 5.1037127E+2
 8.4399042E+7, -2.6890306E+1, 5.2252567E+2
 8.4399202E+7, -2.6839684E+1, 5.2369809E+2
 8.4399362E+7, -2.6789062E+1, 5.1128483E+2
 8.4399522E+7, -2.6738441E+1, 5.0577432E+2
 8.4399682E+7, -2.6687819E+1, 5.1394236E+2
 8.4399842E+7, -2.6637197E+1, 5.1752812E+2
 8.4400002E+7, -2.6586575E+1, 5.2072787E+2
 8.4400162E+7, -2.6535953E+1, 5.1423550E+2
 8.4400322E+7, -2.6485332E+1, 5.0583291E+2
 8.4400482E+7, -2.6434710E+1, 5.1173425E+2
 8.4400642E+7, -2.6384088E+1, 5.1912558E+2
 8.4400802E+7, -2.6333466E+1, 5.1998532E+2
 8.4400962E+7, -2.6282844E+1, 5.1337081E+2
 8.4401122E+7, -2.6232223E+1, 5.0625795E+2
 8.4401282E+7, -2.6181601E+1, 5.1205176E+2
 8.4401442E+7, -2.6130979E+1, 5.1766002E+2
 8.4401602E+7, -2.6080357E+1, 5.1594532E+2
 8.4401762E+7, -2.6029735E+1, 5.0878358E+2
 8.4401922E+7, -2.5979114E+1, 5.0815827E+2
 8.4402082E+7, -2.5928492E+1, 5.1305324E+2
 8.4402242E+7, -2.5877870E+1, 5.1654619E+2
 8.4402402E+7, -2.5827248E+1, 5.1145577E+2
 8.4402562E+7, -2.5776626E+1, 5.0809479E+2
 8.4402722E+7, -2.5726004E+1, 5.1576942E+2
 8.4402882E+7, -2.5675383E+1, 5.2022475E+2
 8.4403042E+7, -2.5624761E+1, 5.2067417E+2
 8.4403202E+7, -2.5574139E+1, 5.1059109E+2
 8.4403362E+7, -2.5523517E+1, 5.0206155E+2
 8.4403522E+7, -2.5472895E+1, 5.1329261E+2
 8.4403682E+7, -2.5422274E+1, 5.2176845E+2
 8.4403842E+7, -2.5371652E+1, 5.1926720E+2
 8.4404002E+7, -2.5321030E+1, 5.1148510E+2
 8.4404162E+7, -2.5270408E+1, 5.0762093E+2
 8.4404322E+7, -2.5219786E+1, 5.1164144E+2
 8.4404482E+7, -2.5169165E+1, 5.1812410E+2
 8.4404642E+7, -2.5118543E+1, 5.1680511E+2
 8.4404802E+7, -2.5067921E+1, 5.1095748E+2
 8.4404962E+7, -2.5017299E+1, 5.0709820E+2
 8.4405122E+7, -2.4966677E+1, 5.0945288E+2
 8.4405282E+7, -2.4916055E+1, 5.1572543E+2
 8.4405442E+7, -2.4865434E+1, 5.1442111E+2
 8.4405602E+7, -2.4814812E+1, 5.1164633E+2
 8.4405762E+7, -2.4764190E+1, 5.1322913E+2
 8.4405922E+7, -2.4713568E+1, 5.1080608E+2
 8.4406082E+7, -2.4662946E+1, 5.1922327E+2
 8.4406242E+7, -2.4612325E+1, 5.1631659E+2
 8.4406402E+7, -2.4561703E+1, 5.0997066E+2
 8.4406562E+7, -2.4511081E+1, 5.1156813E+2
 8.4406722E+7, -2.4460459E+1, 5.1709330E+2
 8.4406882E+7, -2.4409837E+1, 5.1893014E+2
 8.4407042E+7, -2.4359216E+1, 5.1141673E+2
 8.4407202E+7, -2.4308594E+1, 5.0812900E+2
 8.4407362E+7, -2.4257972E+1, 5.1165611E+2
 8.4407522E+7, -2.4207350E+1, 5.1717150E+2
 8.4407682E+7, -2.4156728E+1, 5.1396191E+2
 8.4407842E+7, -2.4106107E+1, 5.1312655E+2
 8.4408002E+7, -2.4055485E+1, 5.0459695E+2
 8.4408162E+7, -2.4004863E+1, 5.0677091E+2
 8.4408322E+7, -2.3954241E+1, 5.2101612E+2
 8.4408482E+7, -2.3903619E+1, 5.1565218E+2
 8.4408642E+7, -2.3852997E+1, 5.0527114E+2
 8.4408802E+7, -2.3802376E+1, 5.0670248E+2
 8.4408962E+7, -2.3751754E+1, 5.1442599E+2
 8.4409122E+7, -2.3701132E+1, 5.2335125E+2
 8.4409282E+7, -2.3650510E+1, 5.1336592E+2
 8.4409442E+7, -2.3599888E+1, 5.0517833E+2
 8.4409602E+7, -2.3549267E+1, 5.1076210E+2
 8.4409762E+7, -2.3498645E+1, 5.1937956E+2
 8.4409922E+7, -2.3448023E+1, 5.2021986E+2
 8.4410082E+7, -2.3397401E+1, 5.1105034E+2
 8.4410242E+7, -2.3346779E+1, 5.0368345E+2
 8.4410402E+7, -2.3296158E+1, 5.1142162E+2
 8.4410562E+7, -2.3245536E+1, 5.1823157E+2
 8.4410722E+7, -2.3194914E+1, 5.1139718E+2
 8.4410882E+7, -2.3144292E+1, 5.0691742E+2
 8.4411042E+7, -2.3093670E+1, 5.0523204E+2
 8.4411202E+7, -2.3043048E+1, 5.1493895E+2
 8.4411362E+7, -2.2992427E+1, 5.2189547E+2
 8.4411522E+7, -2.2941805E+1, 5.1287740E+2
 8.4411682E+7, -2.2891183E+1, 5.0422567E+2
 8.4411842E+7, -2.2840561E+1, 5.0472397E+2
 8.4412002E+7, -2.2789939E+1, 5.1443088E+2
 8.4412162E+7, -2.2739318E+1, 5.1900828E+2
 8.4412322E+7, -2.2688696E+1, 5.1294577E+2
 8.4412482E+7, -2.2638074E+1, 5.0467515E+2
 8.4412642E+7, -2.2587452E+1, 5.0722522E+2
 8.4412802E+7, -2.2536830E+1, 5.1586223E+2
 8.4412962E+7, -2.2486209E+1, 5.2162677E+2
 8.4413122E+7, -2.2435587E+1, 5.1708353E+2
 8.4413282E+7, -2.2384965E+1, 5.0372744E+2
 8.4413442E+7, -2.2334343E+1, 5.0485098E+2
 8.4413602E+7, -2.2283721E+1, 5.1550561E+2
 8.4413762E+7, -2.2233099E+1, 5.2078164E+2
 8.4413922E+7, -2.2182478E+1, 5.1601368E+2
 8.4414082E+7, -2.2131856E+1, 5.0145578E+2
 8.4414242E+7, -2.2081234E+1, 5.0736201E+2
 8.4414402E+7, -2.2030612E+1, 5.2098680E+2
 8.4414562E+7, -2.1979990E+1, 5.2013677E+2
