Temps___(ms):, Pos.cal.(�m):, Tension_(mV):
 8.0624208E+7, -4.5559630E-1, 4.5432341E+2
 8.0624288E+7, -4.4547194E-1, 5.6912553E+2
 8.0624368E+7, -4.3534758E-1, 6.4728874E+2
 8.0624448E+7, -4.2522321E-1, 7.7430385E+2
 8.0624529E+7, -4.1509885E-1, 9.3307281E+2
 8.0624609E+7, -4.0497449E-1, 1.0063508E+3
 8.0624689E+7, -3.9485013E-1, 1.0771861E+3
 8.0624769E+7, -3.8472577E-1, 1.1089399E+3
 8.0624849E+7, -3.7460140E-1, 1.1504641E+3
 8.0624929E+7, -3.6447704E-1, 1.1675622E+3
 8.0625009E+7, -3.5435268E-1, 1.1675622E+3
 8.0625089E+7, -3.4422832E-1, 1.1895456E+3
 8.0625169E+7, -3.3410395E-1, 1.1553493E+3
 8.0625249E+7, -3.2397959E-1, 1.1382511E+3
 8.0625329E+7, -3.1385523E-1, 1.1260381E+3
 8.0625409E+7, -3.0373087E-1, 1.0625305E+3
 8.0625489E+7, -2.9360651E-1, 1.0332193E+3
 8.0625569E+7, -2.8348214E-1, 9.5505619E+2
 8.0625649E+7, -2.7335778E-1, 8.6956519E+2
 8.0625729E+7, -2.6323342E-1, 8.4269661E+2
 8.0625809E+7, -2.5310906E-1, 6.4973134E+2
 8.0625889E+7, -2.4298469E-1, 6.2530535E+2
 8.0625969E+7, -2.3286033E-1, 4.9096239E+2
 8.0626049E+7, -2.2273597E-1, 4.1279921E+2
 8.0626129E+7, -2.1261161E-1, 3.3952126E+2
 8.0626209E+7, -2.0248724E-1, 2.5647289E+2
 8.0626289E+7, -1.9236288E-1, 2.6380068E+2
 8.0626369E+7, -1.8223852E-1, 2.5647289E+2
 8.0626449E+7, -1.7211416E-1, 3.0288225E+2
 8.0626529E+7, -1.6198980E-1, 3.7127504E+2
 8.0626609E+7, -1.5186543E-1, 4.5432341E+2
 8.0626690E+7, -1.4174107E-1, 5.7645333E+2
 8.0626770E+7, -1.3161671E-1, 8.0605763E+2
 8.0626850E+7, -1.2149235E-1, 8.7933564E+2
 8.0626930E+7, -1.1136798E-1, 1.0039082E+3
 8.0627010E+7, -1.0124362E-1, 1.0600879E+3
 8.0627090E+7, -9.1119260E-2, 1.1064973E+3
 8.0627170E+7, -8.0994898E-2, 1.1529067E+3
 8.0627250E+7, -7.0870536E-2, 1.1797752E+3
 8.0627330E+7, -6.0746173E-2, 1.2237420E+3
 8.0627410E+7, -5.0621811E-2, 1.2139716E+3
 8.0627490E+7, -4.0497449E-2, 1.2017586E+3
 8.0627570E+7, -3.0373087E-2, 1.1846604E+3
 8.0627650E+7, -2.0248724E-2, 1.1016121E+3
 8.0627730E+7, -1.0124362E-2, 1.0869565E+3
 8.0627810E+7, -0.0000000E+0, 9.9658036E+2
 8.0627890E+7, 1.0124362E-2, 9.6971178E+2
 8.0627970E+7, 2.0248724E-2, 8.4513921E+2
 8.0628050E+7, 3.0373087E-2, 7.7430385E+2
 8.0628130E+7, 4.0497449E-2, 7.2789448E+2
 8.0628210E+7, 5.0621811E-2, 6.6194433E+2
 8.0628290E+7, 6.0746173E-2, 5.5935514E+2
 8.0628370E+7, 7.0870536E-2, 4.9829018E+2
 8.0628450E+7, 8.0994898E-2, 3.9570102E+2
 8.0628530E+7, 9.1119260E-2, 3.7616023E+2
 8.0628610E+7, 1.0124362E-1, 3.1021005E+2
 8.0628690E+7, 1.1136798E-1, 2.7845627E+2
 8.0628770E+7, 1.2149235E-1, 2.6868588E+2
 8.0628850E+7, 1.3161671E-1, 2.4181730E+2
 8.0628930E+7, 1.4174107E-1, 2.6624328E+2
 8.0629010E+7, 1.5186543E-1, 2.6380068E+2
 8.0629090E+7, 1.6198980E-1, 2.9066926E+2
 8.0629170E+7, 1.7211416E-1, 3.6638984E+2
 8.0629250E+7, 1.8223852E-1, 4.2256960E+2
 8.0629330E+7, 1.9236288E-1, 5.2515876E+2
 8.0629410E+7, 2.0248724E-1, 6.0087931E+2
 8.0629490E+7, 2.1261161E-1, 6.9614071E+2
 8.0629570E+7, 2.2273597E-1, 8.1094283E+2
 8.0629650E+7, 2.3286033E-1, 8.8422084E+2
 8.0629730E+7, 2.4298469E-1, 9.9902296E+2
 8.0629810E+7, 2.5310906E-1, 1.0527601E+3
 8.0629890E+7, 2.6323342E-1, 1.1187103E+3
 8.0629970E+7, 2.7335778E-1, 1.1675622E+3
 8.0630050E+7, 2.8348214E-1, 1.1822178E+3
 8.0630130E+7, 2.9360651E-1, 1.2383976E+3
 8.0630210E+7, 3.0373087E-1, 1.2335124E+3
 8.0630290E+7, 3.1385523E-1, 1.2261846E+3
 8.0630370E+7, 3.2397959E-1, 1.2408402E+3
 8.0630450E+7, 3.3410395E-1, 1.1993160E+3
 8.0630530E+7, 3.4422832E-1, 1.1895456E+3
 8.0630610E+7, 3.5435268E-1, 1.1651196E+3
 8.0630690E+7, 3.6447704E-1, 1.1138251E+3
 8.0630770E+7, 3.7460140E-1, 1.1064973E+3
 8.0630850E+7, 3.8472577E-1, 1.0185637E+3
 8.0630930E+7, 3.9485013E-1, 9.5017099E+2
 8.0631010E+7, 4.0497449E-1, 8.8910604E+2
 8.0631090E+7, 4.1509885E-1, 8.0117244E+2
 8.0631170E+7, 4.2522321E-1, 7.5476307E+2
 8.0631250E+7, 4.3534758E-1, 6.1797750E+2
 8.0631330E+7, 4.4547194E-1, 5.3004396E+2
 8.0631410E+7, 4.5559630E-1, 4.2745480E+2
 8.0631490E+7, 4.6572066E-1, 3.2486567E+2
 8.0631570E+7, 4.7584503E-1, 3.0043966E+2
 8.0631650E+7, 4.8596939E-1, 2.4670249E+2
 8.0631730E+7, 4.9609375E-1, 2.6624328E+2
 8.0631810E+7, 5.0621811E-1, 3.1753787E+2
 8.0631890E+7, 5.1634247E-1, 4.8119199E+2
 8.0631970E+7, 5.2646684E-1, 6.1064970E+2
 8.0632050E+7, 5.3659120E-1, 7.0346850E+2
 8.0632130E+7, 5.4671556E-1, 8.3781141E+2
 8.0632210E+7, 5.5683992E-1, 8.7200779E+2
 8.0632290E+7, 5.6696429E-1, 9.5749879E+2
 8.0632370E+7, 5.7708865E-1, 1.0527601E+3
 8.0632450E+7, 5.8721301E-1, 1.1138251E+3
 8.0632530E+7, 5.9733737E-1, 1.1602345E+3
 8.0632610E+7, 6.0746173E-1, 1.1919882E+3
 8.0632690E+7, 6.1758610E-1, 1.1724474E+3
 8.0632770E+7, 6.2771046E-1, 1.1700048E+3
 8.0632850E+7, 6.3783482E-1, 1.1064973E+3
 8.0632930E+7, 6.4795918E-1, 1.0503175E+3
 8.0633010E+7, 6.5808355E-1, 1.0014656E+3
 8.0633090E+7, 6.6820791E-1, 5.8866632E+2
 8.0633170E+7, 6.7833227E-1, 6.1553490E+2
 8.0633250E+7, 6.8845663E-1, 5.7401073E+2
 8.0633330E+7, 6.9858099E-1, 5.6424034E+2
 8.0633410E+7, 7.0870536E-1, 4.7874939E+2
 8.0633490E+7, 7.1882972E-1, 3.7127504E+2
 8.0633570E+7, 7.2895408E-1, 3.3463606E+2
 8.0633650E+7, 7.3907844E-1, 2.8334147E+2
 8.0633730E+7, 7.4920281E-1, 2.4670249E+2
 8.0633810E+7, 7.5932717E-1, 2.5647289E+2
 8.0633890E+7, 7.6945153E-1, 2.4914509E+2
 8.0633970E+7, 7.7957589E-1, 2.8822666E+2
 8.0634050E+7, 7.8970026E-1, 3.0532485E+2
 8.0634130E+7, 7.9982462E-1, 3.6394724E+2
 8.0634210E+7, 8.0994898E-1, 4.2989740E+2
 8.0634290E+7, 8.2007334E-1, 5.5691254E+2
 8.0634370E+7, 8.3019770E-1, 7.0591110E+2
 8.0634450E+7, 8.4032207E-1, 8.0605763E+2
 8.0634530E+7, 8.5044643E-1, 9.1841722E+2
 8.0634610E+7, 8.6057079E-1, 1.0185637E+3
 8.0634690E+7, 8.7069515E-1, 1.0674157E+3
 8.0634770E+7, 8.8081952E-1, 1.1577919E+3
 8.0634850E+7, 8.9094388E-1, 1.1846604E+3
 8.0634930E+7, 9.0106824E-1, 1.1944308E+3
 8.0635010E+7, 9.1119260E-1, 1.1919882E+3
 8.0635090E+7, 9.2131696E-1, 1.1504641E+3
 8.0635170E+7, 9.3144133E-1, 1.1529067E+3
 8.0635250E+7, 9.4156569E-1, 1.0527601E+3
 8.0635330E+7, 9.5169005E-1, 9.8192477E+2
 8.0635410E+7, 9.6181441E-1, 9.5017099E+2
 8.0635490E+7, 9.7193878E-1, 8.6467999E+2
 8.0635570E+7, 9.8206314E-1, 8.1094283E+2
 8.0635650E+7, 9.9218750E-1, 7.4010748E+2
 8.0635730E+7, 1.0023119E+0, 6.5950173E+2
 8.0635810E+7, 1.0124362E+0, 6.0332191E+2
 8.0635890E+7, 1.0225606E+0, 5.1783097E+2
 8.0635970E+7, 1.0326849E+0, 4.9096239E+2
 8.0636050E+7, 1.0428093E+0, 3.6150464E+2
 8.0636130E+7, 1.0529337E+0, 2.9066926E+2
 8.0636210E+7, 1.0630580E+0, 2.8334147E+2
 8.0636290E+7, 1.0731824E+0, 2.4181730E+2
 8.0636370E+7, 1.0833068E+0, 2.6868588E+2
 8.0636450E+7, 1.0934311E+0, 2.9555446E+2
 8.0636530E+7, 1.1035555E+0, 3.5906205E+2
 8.0636610E+7, 1.1136798E+0, 4.4943821E+2
 8.0636690E+7, 1.1238042E+0, 5.5446994E+2
 8.0636770E+7, 1.1339286E+0, 6.9858330E+2
 8.0636850E+7, 1.1440529E+0, 8.3048362E+2
 8.0636930E+7, 1.1541773E+0, 9.5505619E+2
 8.0637010E+7, 1.1643017E+0, 1.1309233E+3
 8.0637090E+7, 1.1744260E+0, 1.1700048E+3
 8.0637170E+7, 1.1845504E+0, 1.2261846E+3
 8.0637250E+7, 1.1946747E+0, 1.2237420E+3
 8.0637330E+7, 1.2047991E+0, 1.2042012E+3
 8.0637410E+7, 1.2149235E+0, 1.2090864E+3
 8.0637490E+7, 1.2250478E+0, 1.1504641E+3
 8.0637570E+7, 1.2351722E+0, 1.0918417E+3
 8.0637650E+7, 1.2452966E+0, 1.0429897E+3
 8.0637730E+7, 1.2554209E+0, 9.2085981E+2
 8.0637810E+7, 1.2655453E+0, 8.5735220E+2
 8.0637890E+7, 1.2756696E+0, 7.3277968E+2
 8.0637970E+7, 1.2857940E+0, 6.5705913E+2
 8.0638050E+7, 1.2959184E+0, 5.7401073E+2
 8.0638130E+7, 1.3060427E+0, 5.0561798E+2
 8.0638210E+7, 1.3161671E+0, 3.9814362E+2
 8.0638290E+7, 1.3262915E+0, 3.5906205E+2
 8.0638370E+7, 1.3364158E+0, 3.1753787E+2
 8.0638450E+7, 1.3465402E+0, 3.0288225E+2
 8.0638530E+7, 1.3566645E+0, 2.5647289E+2
 8.0638610E+7, 1.3667889E+0, 2.6380068E+2
 8.0638690E+7, 1.3769133E+0, 2.5647289E+2
 8.0638770E+7, 1.3870376E+0, 2.8578407E+2
 8.0638850E+7, 1.3971620E+0, 3.1998047E+2
 8.0638930E+7, 1.4072864E+0, 3.3952126E+2
 8.0639010E+7, 1.4174107E+0, 4.2012700E+2
 8.0639090E+7, 1.4275351E+0, 4.5432341E+2
 8.0639170E+7, 1.4376594E+0, 5.1783097E+2
 8.0639250E+7, 1.4477838E+0, 6.1309230E+2
 8.0639330E+7, 1.4579082E+0, 6.5461653E+2
 8.0639410E+7, 1.4680325E+0, 8.1582803E+2
 8.0639490E+7, 1.4781569E+0, 9.0620422E+2
 8.0639570E+7, 1.4882812E+0, 9.7459698E+2
 8.0639650E+7, 1.4984056E+0, 1.0625305E+3
 8.0639730E+7, 1.5085300E+0, 1.0869565E+3
 8.0639810E+7, 1.5186543E+0, 1.1651196E+3
 8.0639890E+7, 1.5287787E+0, 1.1871030E+3
 8.0639970E+7, 1.5389031E+0, 1.2042012E+3
 8.0640050E+7, 1.5490274E+0, 1.2139716E+3
 8.0640130E+7, 1.5591518E+0, 1.1700048E+3
 8.0640210E+7, 1.5692761E+0, 1.1651196E+3
 8.0640290E+7, 1.5794005E+0, 1.1089399E+3
 8.0640370E+7, 1.5895249E+0, 1.0381045E+3
 8.0640450E+7, 1.5996492E+0, 9.9902296E+2
 8.0640530E+7, 1.6097736E+0, 9.3063021E+2
 8.0640610E+7, 1.6198980E+0, 8.9154863E+2
 8.0640690E+7, 1.6300223E+0, 8.2071322E+2
 8.0640770E+7, 1.6401467E+0, 7.5232047E+2
 8.0640850E+7, 1.6502710E+0, 7.0835370E+2
 8.0640930E+7, 1.6603954E+0, 6.2286270E+2
 8.0641010E+7, 1.6705198E+0, 5.9110892E+2
 8.0641091E+7, 1.6806441E+0, 5.2027357E+2
 8.0641171E+7, 1.6907685E+0, 4.0791401E+2
 8.0641251E+7, 1.7008929E+0, 3.9814362E+2
 8.0641331E+7, 1.7110172E+0, 3.2486567E+2
 8.0641411E+7, 1.7211416E+0, 2.8578407E+2
 8.0641491E+7, 1.7312659E+0, 2.7112848E+2
 8.0641571E+7, 1.7413903E+0, 2.3204690E+2
 8.0641651E+7, 1.7515147E+0, 2.6868588E+2
 8.0641731E+7, 1.7616390E+0, 3.0776745E+2
 8.0641811E+7, 1.7717634E+0, 3.7860283E+2
 8.0641891E+7, 1.7818878E+0, 4.8363459E+2
 8.0641971E+7, 1.7920121E+0, 5.7401073E+2
 8.0642051E+7, 1.8021365E+0, 7.1323889E+2
 8.0642131E+7, 1.8122608E+0, 9.4528580E+2
 8.0642211E+7, 1.8223852E+0, 1.0332193E+3
 8.0642291E+7, 1.8325096E+0, 1.1089399E+3
 8.0642371E+7, 1.8426339E+0, 1.1382511E+3
 8.0642451E+7, 1.8527583E+0, 1.1748900E+3
 8.0642531E+7, 1.8628827E+0, 1.1748900E+3
 8.0642611E+7, 1.8730070E+0, 1.1529067E+3
 8.0642691E+7, 1.8831314E+0, 1.1284807E+3
 8.0642771E+7, 1.8932557E+0, 1.0576453E+3
 8.0642851E+7, 1.9033801E+0, 1.0014656E+3
 8.0642931E+7, 1.9135045E+0, 8.5979480E+2
 8.0643011E+7, 1.9236288E+0, 7.2789448E+2
 8.0643091E+7, 1.9337532E+0, 6.5950173E+2
 8.0643171E+7, 1.9438776E+0, 5.0073278E+2
 8.0643251E+7, 1.9540019E+0, 4.7386420E+2
 8.0643331E+7, 1.9641263E+0, 2.6624328E+2
 8.0643411E+7, 1.9742506E+0, 2.4914509E+2
 8.0643491E+7, 1.9843750E+0, 2.6624328E+2
 8.0643571E+7, 1.9944994E+0, 2.4181730E+2
 8.0643651E+7, 2.0046237E+0, 2.7601367E+2
 8.0643731E+7, 2.0147481E+0, 3.1998047E+2
 8.0643811E+7, 2.0248724E+0, 4.0058622E+2
 8.0643891E+7, 2.0349968E+0, 4.6897900E+2
 8.0643971E+7, 2.0451212E+0, 5.7889593E+2
 8.0644051E+7, 2.0552455E+0, 6.7415732E+2
 8.0644131E+7, 2.0653699E+0, 7.7918905E+2
 8.0644211E+7, 2.0754943E+0, 8.3781141E+2
 8.0644291E+7, 2.0856186E+0, 9.2818761E+2
 8.0644371E+7, 2.0957430E+0, 1.0210063E+3
 8.0644451E+7, 2.1058673E+0, 1.1040547E+3
 8.0644547E+7, 2.1159917E+0, 1.1944308E+3
 8.0644689E+7, 2.1261161E+0, 1.2261846E+3
 8.0644769E+7, 2.1362404E+0, 1.1968734E+3
 8.0644849E+7, 2.1463648E+0, 1.1773326E+3
 8.0645120E+7, 2.1564892E+0, 1.0698583E+3
 8.0645205E+7, 2.1666135E+0, 1.0063508E+3
 8.0645285E+7, 2.1767379E+0, 8.7933564E+2
 8.0645365E+7, 2.1868622E+0, 8.1338543E+2
 8.0645462E+7, 2.1969866E+0, 6.9125551E+2
 8.0645542E+7, 2.2071110E+0, 6.1309230E+2
 8.0645629E+7, 2.2172353E+0, 5.2515876E+2
 8.0645713E+7, 2.2273597E+0, 4.7142160E+2
 8.0645793E+7, 2.2374841E+0, 3.7616023E+2
 8.0645873E+7, 2.2476084E+0, 3.3707866E+2
 8.0645953E+7, 2.2577328E+0, 2.8089887E+2
 8.0646033E+7, 2.2678571E+0, 2.8089887E+2
 8.0646113E+7, 2.2779815E+0, 2.5891548E+2
 8.0646193E+7, 2.2881059E+0, 2.4425989E+2
 8.0646273E+7, 2.2982302E+0, 2.6868588E+2
 8.0646353E+7, 2.3083546E+0, 2.6868588E+2
 8.0646433E+7, 2.3184790E+0, 3.2242307E+2
 8.0646513E+7, 2.3286033E+0, 3.4440646E+2
 8.0646593E+7, 2.3387277E+0, 4.4211042E+2
 8.0646673E+7, 2.3488520E+0, 5.2515876E+2
 8.0646753E+7, 2.3589764E+0, 5.9355152E+2
 8.0646833E+7, 2.3691008E+0, 7.4743527E+2
 8.0646913E+7, 2.3792251E+0, 8.7933564E+2
 8.0646993E+7, 2.3893495E+0, 9.7215438E+2
 8.0647073E+7, 2.3994739E+0, 1.1016121E+3
 8.0647153E+7, 2.4095982E+0, 1.1431363E+3
 8.0647233E+7, 2.4197226E+0, 1.2090864E+3
 8.0647313E+7, 2.4298469E+0, 1.2286272E+3
 8.0647393E+7, 2.4399713E+0, 1.2042012E+3
 8.0647473E+7, 2.4500957E+0, 1.1797752E+3
 8.0647553E+7, 2.4602200E+0, 1.0332193E+3
 8.0647633E+7, 2.4703444E+0, 9.6482658E+2
 8.0647713E+7, 2.4804687E+0, 8.3292621E+2
 8.0647793E+7, 2.4905931E+0, 7.3522228E+2
 8.0647873E+7, 2.5007175E+0, 6.9858330E+2
 8.0647953E+7, 2.5108418E+0, 5.8378112E+2
 8.0648033E+7, 2.5209662E+0, 5.1783097E+2
 8.0648113E+7, 2.5310906E+0, 4.2745480E+2
 8.0648193E+7, 2.5412149E+0, 3.5173425E+2
 8.0648273E+7, 2.5513393E+0, 3.1998047E+2
 8.0648353E+7, 2.5614636E+0, 2.5647289E+2
 8.0648433E+7, 2.5715880E+0, 2.6135808E+2
 8.0648513E+7, 2.5817124E+0, 2.6135808E+2
 8.0648593E+7, 2.5918367E+0, 2.6135808E+2
 8.0648673E+7, 2.6019611E+0, 2.9066926E+2
 8.0648753E+7, 2.6120855E+0, 3.4440646E+2
 8.0648833E+7, 2.6222098E+0, 3.8837323E+2
 8.0648913E+7, 2.6323342E+0, 4.5432341E+2
 8.0648993E+7, 2.6424585E+0, 4.8363459E+2
 8.0649073E+7, 2.6525829E+0, 5.6424034E+2
 8.0649153E+7, 2.6627073E+0, 6.4728874E+2
 8.0649233E+7, 2.6728316E+0, 7.5964826E+2
 8.0649313E+7, 2.6829560E+0, 8.2559842E+2
 8.0649393E+7, 2.6930804E+0, 9.0620422E+2
 8.0649473E+7, 2.7032047E+0, 9.4772840E+2
 8.0649553E+7, 2.7133291E+0, 1.0112360E+3
 8.0649633E+7, 2.7234534E+0, 1.0723009E+3
 8.0649713E+7, 2.7335778E+0, 1.0918417E+3
 8.0649793E+7, 2.7437022E+0, 1.1211529E+3
 8.0649873E+7, 2.7538265E+0, 1.1602345E+3
 8.0649953E+7, 2.7639509E+0, 1.1553493E+3
 8.0650033E+7, 2.7740753E+0, 1.1504641E+3
 8.0650113E+7, 2.7841996E+0, 1.1309233E+3
 8.0650193E+7, 2.7943240E+0, 1.0429897E+3
 8.0650273E+7, 2.8044483E+0, 1.0136786E+3
 8.0650353E+7, 2.8145727E+0, 9.1597462E+2
 8.0650433E+7, 2.8246971E+0, 8.6467999E+2
 8.0650513E+7, 2.8348214E+0, 7.7674645E+2
 8.0650593E+7, 2.8449458E+0, 6.8637031E+2
 8.0650673E+7, 2.8550702E+0, 6.4484614E+2
 8.0650753E+7, 2.8651945E+0, 5.5935514E+2
 8.0650833E+7, 2.8753189E+0, 4.9096239E+2
 8.0650913E+7, 2.8854432E+0, 4.1768441E+2
 8.0650993E+7, 2.8955676E+0, 3.3952126E+2
 8.0651073E+7, 2.9056920E+0, 3.3219346E+2
 8.0651153E+7, 2.9158163E+0, 2.8578407E+2
 8.0651233E+7, 2.9259407E+0, 2.6624328E+2
 8.0651313E+7, 2.9360651E+0, 2.6135808E+2
 8.0651393E+7, 2.9461894E+0, 2.3693210E+2
 8.0651473E+7, 2.9563138E+0, 2.5891548E+2
 8.0651553E+7, 2.9664381E+0, 2.4670249E+2
 8.0651633E+7, 2.9765625E+0, 2.8578407E+2
 8.0651713E+7, 2.9866869E+0, 3.2486567E+2
 8.0651793E+7, 2.9968112E+0, 3.4196386E+2
 8.0651873E+7, 3.0069356E+0, 4.0302882E+2
 8.0651953E+7, 3.0170599E+0, 4.4943821E+2
 8.0652033E+7, 3.0271843E+0, 5.4958475E+2
 8.0652113E+7, 3.0373087E+0, 6.6438693E+2
 8.0652193E+7, 3.0474330E+0, 7.5476307E+2
 8.0652273E+7, 3.0575574E+0, 8.9399123E+2
 8.0652353E+7, 3.0676818E+0, 9.8925257E+2
 8.0652433E+7, 3.0778061E+0, 1.1016121E+3
 8.0652513E+7, 3.0879305E+0, 1.1700048E+3
 8.0652593E+7, 3.0980548E+0, 1.1919882E+3
 8.0652673E+7, 3.1081792E+0, 1.2042012E+3
 8.0652753E+7, 3.1183036E+0, 1.1284807E+3
 8.0652833E+7, 3.1284279E+0, 1.0576453E+3
 8.0652913E+7, 3.1385523E+0, 9.6726918E+2
 8.0652993E+7, 3.1486767E+0, 8.8910604E+2
 8.0653073E+7, 3.1588010E+0, 8.5002440E+2
 8.0653153E+7, 3.1689254E+0, 7.1079630E+2
 8.0653233E+7, 3.1790497E+0, 6.1553490E+2
 8.0653313E+7, 3.1891741E+0, 5.5446994E+2
 8.0653393E+7, 3.1992985E+0, 4.2256960E+2
 8.0653473E+7, 3.2094228E+0, 3.7371764E+2
 8.0653553E+7, 3.2195472E+0, 2.9066926E+2
 8.0653633E+7, 3.2296716E+0, 2.6624328E+2
 8.0653713E+7, 3.2397959E+0, 2.6135808E+2
 8.0653793E+7, 3.2499203E+0, 2.4181730E+2
 8.0653873E+7, 3.2600446E+0, 4.6897900E+2
 8.0653953E+7, 3.2701690E+0, 4.8607719E+2
 8.0654033E+7, 3.2802934E+0, 5.0073278E+2
 8.0654113E+7, 3.2904177E+0, 5.3248656E+2
 8.0654193E+7, 3.3005421E+0, 6.2042010E+2
 8.0654273E+7, 3.3106665E+0, 7.3033708E+2
 8.0654353E+7, 3.3207908E+0, 8.3781141E+2
 8.0654433E+7, 3.3309152E+0, 9.2330241E+2
 8.0654513E+7, 3.3410395E+0, 1.0185637E+3
 8.0654593E+7, 3.3511639E+0, 1.0625305E+3
 8.0654675E+7, 3.3612883E+0, 1.1455789E+3
 8.0654755E+7, 3.3714126E+0, 1.1846604E+3
 8.0654835E+7, 3.3815370E+0, 1.1822178E+3
 8.0654915E+7, 3.3916614E+0, 1.2310698E+3
 8.0654995E+7, 3.4017857E+0, 1.2188568E+3
 8.0655075E+7, 3.4119101E+0, 1.1553493E+3
 8.0655155E+7, 3.4220344E+0, 1.1089399E+3
 8.0655235E+7, 3.4321588E+0, 1.0087934E+3
 8.0655315E+7, 3.4422832E+0, 9.1597462E+2
 8.0655395E+7, 3.4524075E+0, 7.9628724E+2
 8.0655475E+7, 3.4625319E+0, 6.8881291E+2
 8.0655555E+7, 3.4726562E+0, 5.9110892E+2
 8.0655635E+7, 3.4827806E+0, 4.7630680E+2
 8.0655715E+7, 3.4929050E+0, 4.1279921E+2
 8.0655795E+7, 3.5030293E+0, 3.3952126E+2
 8.0655875E+7, 3.5131537E+0, 2.8578407E+2
 8.0655955E+7, 3.5232781E+0, 2.7845627E+2
 8.0656035E+7, 3.5334024E+0, 2.4181730E+2
 8.0656115E+7, 3.5435268E+0, 2.6868588E+2
 8.0656195E+7, 3.5536511E+0, 2.9066926E+2
 8.0656275E+7, 3.5637755E+0, 3.0288225E+2
 8.0656355E+7, 3.5738999E+0, 3.6638984E+2
 8.0656435E+7, 3.5840242E+0, 3.8837323E+2
 8.0656515E+7, 3.5941486E+0, 4.6653640E+2
 8.0656595E+7, 3.6042730E+0, 5.3004396E+2
 8.0656675E+7, 3.6143973E+0, 6.0087931E+2
 8.0656755E+7, 3.6245217E+0, 6.6194433E+2
 8.0656835E+7, 3.6346460E+0, 7.6453346E+2
 8.0656915E+7, 3.6447704E+0, 8.9154863E+2
 8.0656995E+7, 3.6548948E+0, 9.5749879E+2
 8.0657075E+7, 3.6650191E+0, 1.0112360E+3
 8.0657155E+7, 3.6751435E+0, 1.1064973E+3
 8.0657235E+7, 3.6852679E+0, 1.1406937E+3
 8.0657315E+7, 3.6953922E+0, 1.1822178E+3
 8.0657395E+7, 3.7055166E+0, 1.1651196E+3
 8.0657475E+7, 3.7156409E+0, 1.1089399E+3
 8.0657555E+7, 3.7257653E+0, 1.0576453E+3
 8.0657635E+7, 3.7358897E+0, 9.5505619E+2
 8.0657715E+7, 3.7460140E+0, 8.7200779E+2
 8.0657795E+7, 3.7561384E+0, 6.4728874E+2
 8.0657875E+7, 3.7662628E+0, 5.3004396E+2
 8.0657955E+7, 3.7763871E+0, 4.5188081E+2
 8.0658035E+7, 3.7865115E+0, 3.6394724E+2
 8.0658115E+7, 3.7966358E+0, 3.3952126E+2
 8.0658195E+7, 3.8067602E+0, 2.9799706E+2
 8.0658275E+7, 3.8168846E+0, 2.4914509E+2
 8.0658355E+7, 3.8270089E+0, 2.5647289E+2
 8.0658435E+7, 3.8371333E+0, 2.3448950E+2
 8.0658515E+7, 3.8472577E+0, 2.8578407E+2
 8.0658595E+7, 3.8573820E+0, 3.2486567E+2
 8.0658675E+7, 3.8675064E+0, 3.8348803E+2
 8.0658755E+7, 3.8776307E+0, 4.4699562E+2
 8.0658835E+7, 3.8877551E+0, 5.2271616E+2
 8.0658915E+7, 3.8978795E+0, 5.9355152E+2
 8.0658995E+7, 3.9080038E+0, 7.4743527E+2
 8.0659075E+7, 3.9181282E+0, 7.4987787E+2
 8.0659155E+7, 3.9282526E+0, 8.3781141E+2
 8.0659235E+7, 3.9383769E+0, 8.7200779E+2
 8.0659315E+7, 3.9485013E+0, 9.5749879E+2
 8.0659395E+7, 3.9586256E+0, 1.0332193E+3
 8.0659475E+7, 3.9687500E+0, 1.0747435E+3
 8.0659555E+7, 3.9788744E+0, 1.1211529E+3
 8.0659635E+7, 3.9889987E+0, 1.1406937E+3
 8.0659715E+7, 3.9991231E+0, 1.1822178E+3
 8.0659795E+7, 4.0092474E+0, 1.1871030E+3
 8.0659875E+7, 4.0193718E+0, 1.1748900E+3
 8.0659955E+7, 4.0294962E+0, 1.1797752E+3
 8.0660035E+7, 4.0396205E+0, 1.1260381E+3
 8.0660115E+7, 4.0497449E+0, 1.1113825E+3
 8.0660195E+7, 4.0598693E+0, 1.0063508E+3
 8.0660275E+7, 4.0699936E+0, 9.0620422E+2
 8.0660355E+7, 4.0801180E+0, 8.6712259E+2
 8.0660435E+7, 4.0902423E+0, 7.2545189E+2
 8.0660515E+7, 4.1003667E+0, 6.7904252E+2
 8.0660595E+7, 4.1104911E+0, 5.7889593E+2
 8.0660675E+7, 4.1206154E+0, 4.7386420E+2
 8.0660755E+7, 4.1307398E+0, 4.2256960E+2
 8.0660835E+7, 4.1408642E+0, 3.2975087E+2
 8.0660915E+7, 4.1509885E+0, 3.1753787E+2
 8.0660995E+7, 4.1611129E+0, 2.7112848E+2
 8.0661075E+7, 4.1712372E+0, 2.4425989E+2
 8.0661155E+7, 4.1813616E+0, 2.6624328E+2
 8.0661235E+7, 4.1914860E+0, 2.5647289E+2
 8.0661315E+7, 4.2016103E+0, 2.9555446E+2
 8.0661395E+7, 4.2117347E+0, 3.1021005E+2
 8.0661475E+7, 4.2218591E+0, 3.3219346E+2
 8.0661555E+7, 4.2319834E+0, 3.7371764E+2
 8.0661635E+7, 4.2421078E+0, 3.9570102E+2
